"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Applicant Domicile (Region) , Cycle Year"
"Coverage:   Accepted through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_005_02.pdf"
 
Cycle Year,Provider Name , Applicant Domicile (Region),Number of Acceptances,
2013 ,"'B25 Birmingham City University' ","'Yorkshire and The Humber' ",105
2013 ,"'B25 Birmingham City University' ","'North West' ",130
2013 ,"'B25 Birmingham City University' ","'East Midlands' ",355
2013 ,"'B25 Birmingham City University' ","'West Midlands' ",2900
2013 ,"'B25 Birmingham City University' ","'East of England' ",165
2013 ,"'B25 Birmingham City University' ","'London' ",275
2013 ,"'B25 Birmingham City University' ","'South East' ",210
2013 ,"'B25 Birmingham City University' ","'South West' ",145
2013 ,"'B25 Birmingham City University' ","'Wales' ",75
2013 ,"'B25 Birmingham City University' ","'Scotland' ",5
2013 ,"'B25 Birmingham City University' ","'Northern Ireland' ",15
2013 ,"'B30 Birmingham Metropolitan College' ","'West Midlands' ",45
2013 ,"'B32 The University of Birmingham' ","'North East' ",35
2013 ,"'B32 The University of Birmingham' ","'Yorkshire and The Humber' ",195
2013 ,"'B32 The University of Birmingham' ","'North West' ",385
2013 ,"'B32 The University of Birmingham' ","'East Midlands' ",435
2013 ,"'B32 The University of Birmingham' ","'West Midlands' ",1515
2013 ,"'B32 The University of Birmingham' ","'East of England' ",445
2013 ,"'B32 The University of Birmingham' ","'London' ",575
2013 ,"'B32 The University of Birmingham' ","'South East' ",780
2013 ,"'B32 The University of Birmingham' ","'South West' ",445
2013 ,"'B32 The University of Birmingham' ","'Wales' ",140
2013 ,"'B32 The University of Birmingham' ","'Scotland' ",10
2013 ,"'B32 The University of Birmingham' ","'Northern Ireland' ",10
2013 ,"'B35 University College Birmingham' ","'North East' ",5
2013 ,"'B35 University College Birmingham' ","'Yorkshire and The Humber' ",40
2013 ,"'B35 University College Birmingham' ","'North West' ",30
2013 ,"'B35 University College Birmingham' ","'East Midlands' ",70
2013 ,"'B35 University College Birmingham' ","'West Midlands' ",520
2013 ,"'B35 University College Birmingham' ","'East of England' ",40
2013 ,"'B35 University College Birmingham' ","'London' ",60
2013 ,"'B35 University College Birmingham' ","'South East' ",50
2013 ,"'B35 University College Birmingham' ","'South West' ",35
2013 ,"'B35 University College Birmingham' ","'Wales' ",20
2013 ,"'B35 University College Birmingham' ","'Northern Ireland' ",5
2013 ,"'B36 Bexley College' ","'London' ",20
2013 ,"'B36 Bexley College' ","'South East' ",5
2013 ,"'B37 Bishop Burton College' ","'North East' ",15
2013 ,"'B37 Bishop Burton College' ","'Yorkshire and The Humber' ",130
2013 ,"'B37 Bishop Burton College' ","'North West' ",5
2013 ,"'B37 Bishop Burton College' ","'East Midlands' ",15
2013 ,"'B37 Bishop Burton College' ","'West Midlands' ",5
2013 ,"'B37 Bishop Burton College' ","'East of England' ",5
2013 ,"'B37 Bishop Burton College' ","'South East' ",10
2013 ,"'B37 Bishop Burton College' ","'South West' ",5
2013 ,"'B37 Bishop Burton College' ","'Scotland' ",5
2013 ,"'B38 Bishop Grosseteste University' ","'North East' ",5
2013 ,"'B38 Bishop Grosseteste University' ","'Yorkshire and The Humber' ",85
2013 ,"'B38 Bishop Grosseteste University' ","'North West' ",5
2013 ,"'B38 Bishop Grosseteste University' ","'East Midlands' ",345
2013 ,"'B38 Bishop Grosseteste University' ","'West Midlands' ",10
2013 ,"'B38 Bishop Grosseteste University' ","'East of England' ",70
2013 ,"'B38 Bishop Grosseteste University' ","'South East' ",10
2013 ,"'B39 BIMM' ","'North East' ",5
2013 ,"'B39 BIMM' ","'Yorkshire and The Humber' ",50
2013 ,"'B39 BIMM' ","'North West' ",80
2013 ,"'B39 BIMM' ","'East Midlands' ",40
2013 ,"'B39 BIMM' ","'West Midlands' ",45
2013 ,"'B39 BIMM' ","'East of England' ",70
2013 ,"'B39 BIMM' ","'London' ",60
2013 ,"'B39 BIMM' ","'South East' ",225
2013 ,"'B39 BIMM' ","'South West' ",185
2013 ,"'B39 BIMM' ","'Wales' ",40
2013 ,"'B39 BIMM' ","'Scotland' ",5
2013 ,"'B39 BIMM' ","'Northern Ireland' ",5
2013 ,"'B40 Blackburn College' ","'North East' ",5
2013 ,"'B40 Blackburn College' ","'Yorkshire and The Humber' ",5
2013 ,"'B40 Blackburn College' ","'North West' ",510
2013 ,"'B40 Blackburn College' ","'London' ",5
2013 ,"'B40 Blackburn College' ","'South East' ",5
2013 ,"'B41 Blackpool and The Fylde College' ","'Yorkshire and The Humber' ",15
2013 ,"'B41 Blackpool and The Fylde College' ","'North West' ",535
2013 ,"'B41 Blackpool and The Fylde College' ","'East Midlands' ",5
2013 ,"'B41 Blackpool and The Fylde College' ","'West Midlands' ",10
2013 ,"'B41 Blackpool and The Fylde College' ","'Northern Ireland' ",5
2013 ,"'B44 University of Bolton' ","'North East' ",10
2013 ,"'B44 University of Bolton' ","'Yorkshire and The Humber' ",55
2013 ,"'B44 University of Bolton' ","'North West' ",655
2013 ,"'B44 University of Bolton' ","'East Midlands' ",20
2013 ,"'B44 University of Bolton' ","'West Midlands' ",20
2013 ,"'B44 University of Bolton' ","'East of England' ",15
2013 ,"'B44 University of Bolton' ","'London' ",15
2013 ,"'B44 University of Bolton' ","'South East' ",15
2013 ,"'B44 University of Bolton' ","'South West' ",15
2013 ,"'B44 University of Bolton' ","'Wales' ",5
2013 ,"'B44 University of Bolton' ","'Scotland' ",5
2013 ,"'B44 University of Bolton' ","'Northern Ireland' ",5
2013 ,"'B48 Bournville College' ","'West Midlands' ",25
2013 ,"'B49 Bournemouth and Poole College' ","'East of England' ",10
2013 ,"'B49 Bournemouth and Poole College' ","'London' ",5
2013 ,"'B49 Bournemouth and Poole College' ","'South East' ",15
2013 ,"'B49 Bournemouth and Poole College' ","'South West' ",65
2013 ,"'B50 Bournemouth University' ","'North East' ",10
2013 ,"'B50 Bournemouth University' ","'Yorkshire and The Humber' ",30
2013 ,"'B50 Bournemouth University' ","'North West' ",30
2013 ,"'B50 Bournemouth University' ","'East Midlands' ",70
2013 ,"'B50 Bournemouth University' ","'West Midlands' ",115
2013 ,"'B50 Bournemouth University' ","'East of England' ",335
2013 ,"'B50 Bournemouth University' ","'London' ",460
2013 ,"'B50 Bournemouth University' ","'South East' ",1380
2013 ,"'B50 Bournemouth University' ","'South West' ",1085
2013 ,"'B50 Bournemouth University' ","'Wales' ",45
2013 ,"'B50 Bournemouth University' ","'Scotland' ",5
2013 ,"'B50 Bournemouth University' ","'Northern Ireland' ",15
2013 ,"'B54 BPP University' ","'Yorkshire and The Humber' ",25
2013 ,"'B54 BPP University' ","'North West' ",40
2013 ,"'B54 BPP University' ","'East Midlands' ",5
2013 ,"'B54 BPP University' ","'West Midlands' ",20
2013 ,"'B54 BPP University' ","'East of England' ",20
2013 ,"'B54 BPP University' ","'London' ",225
2013 ,"'B54 BPP University' ","'South East' ",55
2013 ,"'B54 BPP University' ","'South West' ",15
2013 ,"'B56 The University of Bradford' ","'North East' ",25
2013 ,"'B56 The University of Bradford' ","'Yorkshire and The Humber' ",1320
2013 ,"'B56 The University of Bradford' ","'North West' ",250
2013 ,"'B56 The University of Bradford' ","'East Midlands' ",45
2013 ,"'B56 The University of Bradford' ","'West Midlands' ",45
2013 ,"'B56 The University of Bradford' ","'East of England' ",35
2013 ,"'B56 The University of Bradford' ","'London' ",50
2013 ,"'B56 The University of Bradford' ","'South East' ",20
2013 ,"'B56 The University of Bradford' ","'South West' ",10
2013 ,"'B56 The University of Bradford' ","'Wales' ",10
2013 ,"'B56 The University of Bradford' ","'Northern Ireland' ",5
2013 ,"'B60 Bradford College' ","'North East' ",5
2013 ,"'B60 Bradford College' ","'Yorkshire and The Humber' ",515
2013 ,"'B60 Bradford College' ","'North West' ",25
2013 ,"'B60 Bradford College' ","'East Midlands' ",5
2013 ,"'B60 Bradford College' ","'West Midlands' ",5
2013 ,"'B70 Bridgwater College' ","'South West' ",75
2013 ,"'B72 University of Brighton' ","'North East' ",20
2013 ,"'B72 University of Brighton' ","'Yorkshire and The Humber' ",45
2013 ,"'B72 University of Brighton' ","'North West' ",60
2013 ,"'B72 University of Brighton' ","'East Midlands' ",70
2013 ,"'B72 University of Brighton' ","'West Midlands' ",75
2013 ,"'B72 University of Brighton' ","'East of England' ",415
2013 ,"'B72 University of Brighton' ","'London' ",735
2013 ,"'B72 University of Brighton' ","'South East' ",1615
2013 ,"'B72 University of Brighton' ","'South West' ",255
2013 ,"'B72 University of Brighton' ","'Wales' ",40
2013 ,"'B72 University of Brighton' ","'Scotland' ",15
2013 ,"'B72 University of Brighton' ","'Northern Ireland' ",20
2013 ,"'B74 Brighton and Sussex Medical School' ","'Yorkshire and The Humber' ",5
2013 ,"'B74 Brighton and Sussex Medical School' ","'North West' ",5
2013 ,"'B74 Brighton and Sussex Medical School' ","'East of England' ",15
2013 ,"'B74 Brighton and Sussex Medical School' ","'London' ",30
2013 ,"'B74 Brighton and Sussex Medical School' ","'South East' ",45
2013 ,"'B74 Brighton and Sussex Medical School' ","'South West' ",5
2013 ,"'B77 Bristol, City of Bristol College' ","'London' ",5
2013 ,"'B77 Bristol, City of Bristol College' ","'South East' ",5
2013 ,"'B77 Bristol, City of Bristol College' ","'South West' ",110
2013 ,"'B77 Bristol, City of Bristol College' ","'Wales' ",5
2013 ,"'B78 University of Bristol' ","'North East' ",45
2013 ,"'B78 University of Bristol' ","'Yorkshire and The Humber' ",115
2013 ,"'B78 University of Bristol' ","'North West' ",200
2013 ,"'B78 University of Bristol' ","'East Midlands' ",170
2013 ,"'B78 University of Bristol' ","'West Midlands' ",275
2013 ,"'B78 University of Bristol' ","'East of England' ",340
2013 ,"'B78 University of Bristol' ","'London' ",885
2013 ,"'B78 University of Bristol' ","'South East' ",985
2013 ,"'B78 University of Bristol' ","'South West' ",580
2013 ,"'B78 University of Bristol' ","'Wales' ",170
2013 ,"'B78 University of Bristol' ","'Scotland' ",35
2013 ,"'B78 University of Bristol' ","'Northern Ireland' ",45
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'North East' ",15
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Yorkshire and The Humber' ",80
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'North West' ",90
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'East Midlands' ",110
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'West Midlands' ",430
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'East of England' ",180
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'London' ",260
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'South East' ",940
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'South West' ",2745
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Wales' ",555
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Scotland' ",20
2013 ,"'B80 Bristol, University of the West of England (UWE)' ","'Northern Ireland' ",20
2013 ,"'B81 British College of Osteopathic Medicine' ","'London' ",10
2013 ,"'B81 British College of Osteopathic Medicine' ","'South East' ",5
2013 ,"'B83 Brooklands College' ","'South East' ",10
2013 ,"'B84 Brunel University London' ","'North East' ",10
2013 ,"'B84 Brunel University London' ","'Yorkshire and The Humber' ",30
2013 ,"'B84 Brunel University London' ","'North West' ",35
2013 ,"'B84 Brunel University London' ","'East Midlands' ",60
2013 ,"'B84 Brunel University London' ","'West Midlands' ",55
2013 ,"'B84 Brunel University London' ","'East of England' ",210
2013 ,"'B84 Brunel University London' ","'London' ",1220
2013 ,"'B84 Brunel University London' ","'South East' ",395
2013 ,"'B84 Brunel University London' ","'South West' ",105
2013 ,"'B84 Brunel University London' ","'Wales' ",20
2013 ,"'B84 Brunel University London' ","'Scotland' ",5
2013 ,"'B84 Brunel University London' ","'Northern Ireland' ",5
2013 ,"'B87 British School of Osteopathy' ","'East Midlands' ",5
2013 ,"'B87 British School of Osteopathy' ","'East of England' ",5
2013 ,"'B87 British School of Osteopathy' ","'London' ",15
2013 ,"'B87 British School of Osteopathy' ","'South East' ",5
2013 ,"'B87 British School of Osteopathy' ","'South West' ",5
2013 ,"'B90 The University of Buckingham' ","'East Midlands' ",5
2013 ,"'B90 The University of Buckingham' ","'East of England' ",20
2013 ,"'B90 The University of Buckingham' ","'London' ",10
2013 ,"'B90 The University of Buckingham' ","'South East' ",20
2013 ,"'B92 Brooksby Melton College (an Associate College of UEA)' ","'East Midlands' ",65
2013 ,"'B94 Buckinghamshire New University' ","'North East' ",15
2013 ,"'B94 Buckinghamshire New University' ","'Yorkshire and The Humber' ",65
2013 ,"'B94 Buckinghamshire New University' ","'North West' ",95
2013 ,"'B94 Buckinghamshire New University' ","'East Midlands' ",75
2013 ,"'B94 Buckinghamshire New University' ","'West Midlands' ",75
2013 ,"'B94 Buckinghamshire New University' ","'East of England' ",185
2013 ,"'B94 Buckinghamshire New University' ","'London' ",450
2013 ,"'B94 Buckinghamshire New University' ","'South East' ",605
2013 ,"'B94 Buckinghamshire New University' ","'South West' ",90
2013 ,"'B94 Buckinghamshire New University' ","'Wales' ",30
2013 ,"'B94 Buckinghamshire New University' ","'Scotland' ",5
2013 ,"'B94 Buckinghamshire New University' ","'Northern Ireland' ",25
2013 ,"'B97 Bromley College of Further and Higher Education' ","'London' ",15
2013 ,"'C05 University of Cambridge' ","'North East' ",65
2013 ,"'C05 University of Cambridge' ","'Yorkshire and The Humber' ",155
2013 ,"'C05 University of Cambridge' ","'North West' ",205
2013 ,"'C05 University of Cambridge' ","'East Midlands' ",145
2013 ,"'C05 University of Cambridge' ","'West Midlands' ",145
2013 ,"'C05 University of Cambridge' ","'East of England' ",385
2013 ,"'C05 University of Cambridge' ","'London' ",615
2013 ,"'C05 University of Cambridge' ","'South East' ",570
2013 ,"'C05 University of Cambridge' ","'South West' ",205
2013 ,"'C05 University of Cambridge' ","'Wales' ",50
2013 ,"'C05 University of Cambridge' ","'Scotland' ",65
2013 ,"'C05 University of Cambridge' ","'Northern Ireland' ",45
2013 ,"'C06 Cambridge School of Visual & Performing Arts' ","'East of England' ",5
2013 ,"'C10 Canterbury Christ Church University' ","'North East' ",5
2013 ,"'C10 Canterbury Christ Church University' ","'Yorkshire and The Humber' ",20
2013 ,"'C10 Canterbury Christ Church University' ","'North West' ",15
2013 ,"'C10 Canterbury Christ Church University' ","'East Midlands' ",40
2013 ,"'C10 Canterbury Christ Church University' ","'West Midlands' ",30
2013 ,"'C10 Canterbury Christ Church University' ","'East of England' ",430
2013 ,"'C10 Canterbury Christ Church University' ","'London' ",545
2013 ,"'C10 Canterbury Christ Church University' ","'South East' ",1820
2013 ,"'C10 Canterbury Christ Church University' ","'South West' ",60
2013 ,"'C10 Canterbury Christ Church University' ","'Wales' ",10
2013 ,"'C10 Canterbury Christ Church University' ","'Northern Ireland' ",15
2013 ,"'C12 Canterbury College' ","'London' ",5
2013 ,"'C12 Canterbury College' ","'South East' ",85
2013 ,"'C15 Cardiff University' ","'North East' ",20
2013 ,"'C15 Cardiff University' ","'Yorkshire and The Humber' ",55
2013 ,"'C15 Cardiff University' ","'North West' ",135
2013 ,"'C15 Cardiff University' ","'East Midlands' ",95
2013 ,"'C15 Cardiff University' ","'West Midlands' ",385
2013 ,"'C15 Cardiff University' ","'East of England' ",130
2013 ,"'C15 Cardiff University' ","'London' ",230
2013 ,"'C15 Cardiff University' ","'South East' ",705
2013 ,"'C15 Cardiff University' ","'South West' ",1085
2013 ,"'C15 Cardiff University' ","'Wales' ",1625
2013 ,"'C15 Cardiff University' ","'Scotland' ",5
2013 ,"'C15 Cardiff University' ","'Northern Ireland' ",35
2013 ,"'C20 Cardiff Metropolitan University' ","'North East' ",5
2013 ,"'C20 Cardiff Metropolitan University' ","'Yorkshire and The Humber' ",20
2013 ,"'C20 Cardiff Metropolitan University' ","'North West' ",25
2013 ,"'C20 Cardiff Metropolitan University' ","'East Midlands' ",40
2013 ,"'C20 Cardiff Metropolitan University' ","'West Midlands' ",125
2013 ,"'C20 Cardiff Metropolitan University' ","'East of England' ",25
2013 ,"'C20 Cardiff Metropolitan University' ","'London' ",45
2013 ,"'C20 Cardiff Metropolitan University' ","'South East' ",135
2013 ,"'C20 Cardiff Metropolitan University' ","'South West' ",390
2013 ,"'C20 Cardiff Metropolitan University' ","'Wales' ",1090
2013 ,"'C20 Cardiff Metropolitan University' ","'Northern Ireland' ",10
2013 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'South East' ",5
2013 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'South West' ",5
2013 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'Wales' ",70
2013 ,"'C24 Carshalton College' ","'London' ",45
2013 ,"'C24 Carshalton College' ","'South East' ",5
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'North East' ",50
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'Yorkshire and The Humber' ",250
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'North West' ",3190
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'East Midlands' ",105
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'West Midlands' ",125
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'East of England' ",70
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'London' ",55
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'South East' ",80
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'South West' ",45
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'Wales' ",55
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'Scotland' ",15
2013 ,"'C30 University of Central Lancashire (UCLan)' ","'Northern Ireland' ",65
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Yorkshire and The Humber' ",5
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'North West' ",20
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'East Midlands' ",15
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'West Midlands' ",5
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'East of England' ",20
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'London' ",55
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'South East' ",35
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'South West' ",10
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Wales' ",10
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Scotland' ",5
2013 ,"'C35 The Royal Central School of Speech and Drama, University of London' ","'Northern Ireland' ",5
2013 ,"'C55 University of Chester' ","'North East' ",60
2013 ,"'C55 University of Chester' ","'Yorkshire and The Humber' ",185
2013 ,"'C55 University of Chester' ","'North West' ",1285
2013 ,"'C55 University of Chester' ","'East Midlands' ",120
2013 ,"'C55 University of Chester' ","'West Midlands' ",430
2013 ,"'C55 University of Chester' ","'East of England' ",105
2013 ,"'C55 University of Chester' ","'London' ",70
2013 ,"'C55 University of Chester' ","'South East' ",120
2013 ,"'C55 University of Chester' ","'South West' ",60
2013 ,"'C55 University of Chester' ","'Wales' ",340
2013 ,"'C55 University of Chester' ","'Scotland' ",5
2013 ,"'C55 University of Chester' ","'Northern Ireland' ",25
2013 ,"'C57 Chichester College' ","'East of England' ",5
2013 ,"'C57 Chichester College' ","'South East' ",50
2013 ,"'C57 Chichester College' ","'South West' ",5
2013 ,"'C58 University of Chichester' ","'North East' ",5
2013 ,"'C58 University of Chichester' ","'Yorkshire and The Humber' ",10
2013 ,"'C58 University of Chichester' ","'North West' ",20
2013 ,"'C58 University of Chichester' ","'East Midlands' ",40
2013 ,"'C58 University of Chichester' ","'West Midlands' ",20
2013 ,"'C58 University of Chichester' ","'East of England' ",130
2013 ,"'C58 University of Chichester' ","'London' ",120
2013 ,"'C58 University of Chichester' ","'South East' ",855
2013 ,"'C58 University of Chichester' ","'South West' ",125
2013 ,"'C58 University of Chichester' ","'Wales' ",10
2013 ,"'C60 City, University of London' ","'North East' ",5
2013 ,"'C60 City, University of London' ","'Yorkshire and The Humber' ",15
2013 ,"'C60 City, University of London' ","'North West' ",30
2013 ,"'C60 City, University of London' ","'East Midlands' ",30
2013 ,"'C60 City, University of London' ","'West Midlands' ",35
2013 ,"'C60 City, University of London' ","'East of England' ",110
2013 ,"'C60 City, University of London' ","'London' ",915
2013 ,"'C60 City, University of London' ","'South East' ",135
2013 ,"'C60 City, University of London' ","'South West' ",25
2013 ,"'C60 City, University of London' ","'Wales' ",5
2013 ,"'C60 City, University of London' ","'Scotland' ",5
2013 ,"'C60 City, University of London' ","'Northern Ireland' ",5
2013 ,"'C65 City and Islington College' ","'East of England' ",5
2013 ,"'C65 City and Islington College' ","'London' ",25
2013 ,"'C69 City of Sunderland College' ","'North East' ",35
2013 ,"'C70 City College Brighton and Hove' ","'London' ",5
2013 ,"'C70 City College Brighton and Hove' ","'South East' ",35
2013 ,"'C71 Cleveland College of Art and Design' ","'North East' ",155
2013 ,"'C71 Cleveland College of Art and Design' ","'Yorkshire and The Humber' ",20
2013 ,"'C71 Cleveland College of Art and Design' ","'North West' ",5
2013 ,"'C75 University Centre Colchester at Colchester Institute' ","'West Midlands' ",5
2013 ,"'C75 University Centre Colchester at Colchester Institute' ","'East of England' ",200
2013 ,"'C75 University Centre Colchester at Colchester Institute' ","'London' ",10
2013 ,"'C75 University Centre Colchester at Colchester Institute' ","'South East' ",20
2013 ,"'C75 University Centre Colchester at Colchester Institute' ","'South West' ",5
2013 ,"'C75 University Centre Colchester at Colchester Institute' ","'Wales' ",5
2013 ,"'C78 Cornwall College' ","'Yorkshire and The Humber' ",5
2013 ,"'C78 Cornwall College' ","'West Midlands' ",5
2013 ,"'C78 Cornwall College' ","'East of England' ",5
2013 ,"'C78 Cornwall College' ","'London' ",5
2013 ,"'C78 Cornwall College' ","'South East' ",15
2013 ,"'C78 Cornwall College' ","'South West' ",190
2013 ,"'C78 Cornwall College' ","'Northern Ireland' ",5
2013 ,"'C80 Courtauld Institute of Art (University of London)' ","'East Midlands' ",5
2013 ,"'C80 Courtauld Institute of Art (University of London)' ","'East of England' ",10
2013 ,"'C80 Courtauld Institute of Art (University of London)' ","'London' ",10
2013 ,"'C80 Courtauld Institute of Art (University of London)' ","'South East' ",5
2013 ,"'C80 Courtauld Institute of Art (University of London)' ","'South West' ",5
2013 ,"'C85 Coventry University' ","'North East' ",20
2013 ,"'C85 Coventry University' ","'Yorkshire and The Humber' ",75
2013 ,"'C85 Coventry University' ","'North West' ",105
2013 ,"'C85 Coventry University' ","'East Midlands' ",395
2013 ,"'C85 Coventry University' ","'West Midlands' ",1855
2013 ,"'C85 Coventry University' ","'East of England' ",325
2013 ,"'C85 Coventry University' ","'London' ",730
2013 ,"'C85 Coventry University' ","'South East' ",385
2013 ,"'C85 Coventry University' ","'South West' ",120
2013 ,"'C85 Coventry University' ","'Wales' ",25
2013 ,"'C85 Coventry University' ","'Northern Ireland' ",15
2013 ,"'C88 Craven College' ","'North East' ",5
2013 ,"'C88 Craven College' ","'Yorkshire and The Humber' ",60
2013 ,"'C88 Craven College' ","'North West' ",15
2013 ,"'C92 University Centre, Croydon (Croydon College)' ","'East of England' ",5
2013 ,"'C92 University Centre, Croydon (Croydon College)' ","'London' ",105
2013 ,"'C92 University Centre, Croydon (Croydon College)' ","'South East' ",10
2013 ,"'C93 University for the Creative Arts (UCA)' ","'North East' ",15
2013 ,"'C93 University for the Creative Arts (UCA)' ","'Yorkshire and The Humber' ",40
2013 ,"'C93 University for the Creative Arts (UCA)' ","'North West' ",40
2013 ,"'C93 University for the Creative Arts (UCA)' ","'East Midlands' ",30
2013 ,"'C93 University for the Creative Arts (UCA)' ","'West Midlands' ",60
2013 ,"'C93 University for the Creative Arts (UCA)' ","'East of England' ",145
2013 ,"'C93 University for the Creative Arts (UCA)' ","'London' ",315
2013 ,"'C93 University for the Creative Arts (UCA)' ","'South East' ",625
2013 ,"'C93 University for the Creative Arts (UCA)' ","'South West' ",90
2013 ,"'C93 University for the Creative Arts (UCA)' ","'Wales' ",15
2013 ,"'C93 University for the Creative Arts (UCA)' ","'Northern Ireland' ",10
2013 ,"'C99 University of Cumbria' ","'North East' ",170
2013 ,"'C99 University of Cumbria' ","'Yorkshire and The Humber' ",130
2013 ,"'C99 University of Cumbria' ","'North West' ",840
2013 ,"'C99 University of Cumbria' ","'East Midlands' ",45
2013 ,"'C99 University of Cumbria' ","'West Midlands' ",50
2013 ,"'C99 University of Cumbria' ","'East of England' ",60
2013 ,"'C99 University of Cumbria' ","'London' ",40
2013 ,"'C99 University of Cumbria' ","'South East' ",40
2013 ,"'C99 University of Cumbria' ","'South West' ",35
2013 ,"'C99 University of Cumbria' ","'Wales' ",20
2013 ,"'C99 University of Cumbria' ","'Scotland' ",55
2013 ,"'C99 University of Cumbria' ","'Northern Ireland' ",30
2013 ,"'D22 Dearne Valley College' ","'Yorkshire and The Humber' ",60
2013 ,"'D26 De Montfort University' ","'North East' ",30
2013 ,"'D26 De Montfort University' ","'Yorkshire and The Humber' ",140
2013 ,"'D26 De Montfort University' ","'North West' ",105
2013 ,"'D26 De Montfort University' ","'East Midlands' ",1855
2013 ,"'D26 De Montfort University' ","'West Midlands' ",600
2013 ,"'D26 De Montfort University' ","'East of England' ",390
2013 ,"'D26 De Montfort University' ","'London' ",365
2013 ,"'D26 De Montfort University' ","'South East' ",235
2013 ,"'D26 De Montfort University' ","'South West' ",80
2013 ,"'D26 De Montfort University' ","'Wales' ",40
2013 ,"'D26 De Montfort University' ","'Scotland' ",5
2013 ,"'D26 De Montfort University' ","'Northern Ireland' ",15
2013 ,"'D38 Derby College' ","'East Midlands' ",5
2013 ,"'D39 University of Derby' ","'North East' ",30
2013 ,"'D39 University of Derby' ","'Yorkshire and The Humber' ",205
2013 ,"'D39 University of Derby' ","'North West' ",130
2013 ,"'D39 University of Derby' ","'East Midlands' ",1220
2013 ,"'D39 University of Derby' ","'West Midlands' ",525
2013 ,"'D39 University of Derby' ","'East of England' ",180
2013 ,"'D39 University of Derby' ","'London' ",75
2013 ,"'D39 University of Derby' ","'South East' ",115
2013 ,"'D39 University of Derby' ","'South West' ",70
2013 ,"'D39 University of Derby' ","'Wales' ",20
2013 ,"'D39 University of Derby' ","'Scotland' ",5
2013 ,"'D39 University of Derby' ","'Northern Ireland' ",15
2013 ,"'D52 Doncaster College' ","'Yorkshire and The Humber' ",185
2013 ,"'D52 Doncaster College' ","'East Midlands' ",5
2013 ,"'D52 Doncaster College' ","'West Midlands' ",5
2013 ,"'D52 Doncaster College' ","'South West' ",5
2013 ,"'D52 Doncaster College' ","'Northern Ireland' ",10
2013 ,"'D55 Duchy College' ","'North West' ",5
2013 ,"'D55 Duchy College' ","'East Midlands' ",5
2013 ,"'D55 Duchy College' ","'South East' ",10
2013 ,"'D55 Duchy College' ","'South West' ",110
2013 ,"'D55 Duchy College' ","'Wales' ",5
2013 ,"'D58 Dudley College of Technology' ","'West Midlands' ",35
2013 ,"'D65 University of Dundee' ","'North East' ",20
2013 ,"'D65 University of Dundee' ","'Yorkshire and The Humber' ",10
2013 ,"'D65 University of Dundee' ","'North West' ",15
2013 ,"'D65 University of Dundee' ","'East Midlands' ",5
2013 ,"'D65 University of Dundee' ","'West Midlands' ",5
2013 ,"'D65 University of Dundee' ","'East of England' ",10
2013 ,"'D65 University of Dundee' ","'London' ",10
2013 ,"'D65 University of Dundee' ","'South East' ",10
2013 ,"'D65 University of Dundee' ","'South West' ",10
2013 ,"'D65 University of Dundee' ","'Wales' ",5
2013 ,"'D65 University of Dundee' ","'Scotland' ",1550
2013 ,"'D65 University of Dundee' ","'Northern Ireland' ",130
