"Statistic:   Number of Applicants"
"Variables:   Apply Centre Type , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_031_06.pdf"
 
Cycle Year,Apply Centre Type , Age Band , Sex , Applicant Domicile (High Level),Number of Applicants,
2014 ,"'State' ","'19' ","'Men' ","'Wales' ",570
2014 ,"'State' ","'19' ","'Women' ","'England' ",5085
2014 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",325
2014 ,"'State' ","'19' ","'Women' ","'Scotland' ",755
2014 ,"'State' ","'19' ","'Women' ","'Wales' ",575
2014 ,"'Other' ","'18' ","'Men' ","'England' ",3315
2014 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",40
2014 ,"'Other' ","'18' ","'Men' ","'Scotland' ",120
2014 ,"'Other' ","'18' ","'Men' ","'Wales' ",115
2014 ,"'Other' ","'18' ","'Women' ","'England' ",4530
2014 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",115
2014 ,"'Other' ","'18' ","'Women' ","'Scotland' ",185
2014 ,"'Other' ","'18' ","'Women' ","'Wales' ",120
2014 ,"'Other' ","'19' ","'Men' ","'England' ",9665
2014 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",360
2014 ,"'Other' ","'19' ","'Men' ","'Scotland' ",625
2014 ,"'Other' ","'19' ","'Men' ","'Wales' ",435
2014 ,"'Other' ","'19' ","'Women' ","'England' ",14295
2014 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",540
2014 ,"'Other' ","'19' ","'Women' ","'Scotland' ",1050
2014 ,"'Other' ","'19' ","'Women' ","'Wales' ",680
2015 ,"'Academy' ","'18' ","'Men' ","'England' ",33625
2015 ,"'Academy' ","'18' ","'Men' ","'Northern Ireland' ",5
2015 ,"'Academy' ","'18' ","'Men' ","'Scotland' ",40
2015 ,"'Academy' ","'18' ","'Men' ","'Wales' ",20
2015 ,"'Academy' ","'18' ","'Women' ","'England' ",43335
2015 ,"'Academy' ","'18' ","'Women' ","'Northern Ireland' ",10
2015 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",55
2015 ,"'Academy' ","'18' ","'Women' ","'Wales' ",30
2015 ,"'Academy' ","'19' ","'Men' ","'England' ",6960
2015 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",10
2015 ,"'Academy' ","'19' ","'Men' ","'Wales' ",5
2015 ,"'Academy' ","'19' ","'Women' ","'England' ",7055
2015 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",5
2015 ,"'Academy' ","'19' ","'Women' ","'Wales' ",10
2015 ,"'Further education' ","'18' ","'Men' ","'England' ",9985
2015 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",370
2015 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",60
2015 ,"'Further education' ","'18' ","'Men' ","'Wales' ",740
2015 ,"'Further education' ","'18' ","'Women' ","'England' ",13260
2015 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",300
2015 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",120
2015 ,"'Further education' ","'18' ","'Women' ","'Wales' ",995
2015 ,"'Further education' ","'19' ","'Men' ","'England' ",7740
2015 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",430
2015 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",500
2015 ,"'Further education' ","'19' ","'Men' ","'Wales' ",485
2015 ,"'Further education' ","'19' ","'Women' ","'England' ",9190
2015 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",425
2015 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",1005
2015 ,"'Further education' ","'19' ","'Women' ","'Wales' ",590
2015 ,"'Grammar' ","'18' ","'Men' ","'England' ",1870
2015 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",3435
2015 ,"'Grammar' ","'18' ","'Women' ","'England' ",1965
2015 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",4235
2015 ,"'Grammar' ","'18' ","'Women' ","'Scotland' ",5
2015 ,"'Grammar' ","'19' ","'Men' ","'England' ",315
2015 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",380
2015 ,"'Grammar' ","'19' ","'Women' ","'England' ",305
2015 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",355
2015 ,"'Independent' ","'18' ","'Men' ","'England' ",12695
2015 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",65
2015 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",980
2015 ,"'Independent' ","'18' ","'Men' ","'Wales' ",295
2015 ,"'Independent' ","'18' ","'Women' ","'England' ",12580
2015 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",65
2015 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",1165
2015 ,"'Independent' ","'18' ","'Women' ","'Wales' ",325
2015 ,"'Independent' ","'19' ","'Men' ","'England' ",3135
2015 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",380
2015 ,"'Independent' ","'19' ","'Men' ","'Wales' ",70
2015 ,"'Independent' ","'19' ","'Women' ","'England' ",2775
2015 ,"'Independent' ","'19' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",320
2015 ,"'Independent' ","'19' ","'Women' ","'Wales' ",80
2015 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",20535
2015 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",90
2015 ,"'Sixth form college' ","'18' ","'Men' ","'Scotland' ",5
2015 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",515
2015 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",29405
2015 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",20
2015 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",885
2015 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",8150
2015 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",45
2015 ,"'Sixth form college' ","'19' ","'Men' ","'Scotland' ",5
2015 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",350
2015 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",9380
2015 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",50
2015 ,"'Sixth form college' ","'19' ","'Women' ","'Scotland' ",5
2015 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",390
2015 ,"'State' ","'18' ","'Men' ","'England' ",19510
2015 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",1120
2015 ,"'State' ","'18' ","'Men' ","'Scotland' ",6850
2015 ,"'State' ","'18' ","'Men' ","'Wales' ",3295
2015 ,"'State' ","'18' ","'Women' ","'England' ",25325
2015 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",2100
2015 ,"'State' ","'18' ","'Women' ","'Scotland' ",9895
2015 ,"'State' ","'18' ","'Women' ","'Wales' ",4610
2015 ,"'State' ","'19' ","'Men' ","'England' ",5345
2015 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",220
2015 ,"'State' ","'19' ","'Men' ","'Scotland' ",815
2015 ,"'State' ","'19' ","'Men' ","'Wales' ",520
2015 ,"'State' ","'19' ","'Women' ","'England' ",5275
2015 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",320
2015 ,"'State' ","'19' ","'Women' ","'Scotland' ",745
2015 ,"'State' ","'19' ","'Women' ","'Wales' ",520
2015 ,"'Other' ","'18' ","'Men' ","'England' ",3480
2015 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",50
2015 ,"'Other' ","'18' ","'Men' ","'Scotland' ",170
2015 ,"'Other' ","'18' ","'Men' ","'Wales' ",100
2015 ,"'Other' ","'18' ","'Women' ","'England' ",4825
2015 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",110
2015 ,"'Other' ","'18' ","'Women' ","'Scotland' ",230
2015 ,"'Other' ","'18' ","'Women' ","'Wales' ",125
2015 ,"'Other' ","'19' ","'Men' ","'England' ",9580
2015 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",385
2015 ,"'Other' ","'19' ","'Men' ","'Scotland' ",700
2015 ,"'Other' ","'19' ","'Men' ","'Wales' ",465
2015 ,"'Other' ","'19' ","'Women' ","'England' ",14090
2015 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",555
2015 ,"'Other' ","'19' ","'Women' ","'Scotland' ",1255
2015 ,"'Other' ","'19' ","'Women' ","'Wales' ",725
2016 ,"'Academy' ","'18' ","'Men' ","'England' ",34885
2016 ,"'Academy' ","'18' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Academy' ","'18' ","'Men' ","'Scotland' ",40
2016 ,"'Academy' ","'18' ","'Men' ","'Wales' ",25
2016 ,"'Academy' ","'18' ","'Women' ","'England' ",44310
2016 ,"'Academy' ","'18' ","'Women' ","'Northern Ireland' ",25
2016 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",50
2016 ,"'Academy' ","'18' ","'Women' ","'Wales' ",35
2016 ,"'Academy' ","'19' ","'Men' ","'England' ",6440
2016 ,"'Academy' ","'19' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",5
2016 ,"'Academy' ","'19' ","'Women' ","'England' ",7005
2016 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",10
2016 ,"'Academy' ","'19' ","'Women' ","'Wales' ",5
2016 ,"'Further education' ","'18' ","'Men' ","'England' ",9500
2016 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",370
2016 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",55
2016 ,"'Further education' ","'18' ","'Men' ","'Wales' ",665
2016 ,"'Further education' ","'18' ","'Women' ","'England' ",12615
2016 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",320
2016 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",115
2016 ,"'Further education' ","'18' ","'Women' ","'Wales' ",1025
2016 ,"'Further education' ","'19' ","'Men' ","'England' ",8045
2016 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",455
2016 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",515
2016 ,"'Further education' ","'19' ","'Men' ","'Wales' ",535
2016 ,"'Further education' ","'19' ","'Women' ","'England' ",9005
2016 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",530
2016 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",1085
2016 ,"'Further education' ","'19' ","'Women' ","'Wales' ",685
2016 ,"'Grammar' ","'18' ","'Men' ","'England' ",2035
2016 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",3380
2016 ,"'Grammar' ","'18' ","'Men' ","'Wales' ",5
2016 ,"'Grammar' ","'18' ","'Women' ","'England' ",2110
2016 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",4115
2016 ,"'Grammar' ","'19' ","'Men' ","'England' ",320
2016 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",445
2016 ,"'Grammar' ","'19' ","'Women' ","'England' ",345
2016 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",435
2016 ,"'Independent' ","'18' ","'Men' ","'England' ",12895
2016 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",80
2016 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",985
2016 ,"'Independent' ","'18' ","'Men' ","'Wales' ",295
2016 ,"'Independent' ","'18' ","'Women' ","'England' ",12570
2016 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",75
2016 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",1110
2016 ,"'Independent' ","'18' ","'Women' ","'Wales' ",325
2016 ,"'Independent' ","'19' ","'Men' ","'England' ",3080
2016 ,"'Independent' ","'19' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",405
2016 ,"'Independent' ","'19' ","'Men' ","'Wales' ",75
2016 ,"'Independent' ","'19' ","'Women' ","'England' ",2805
2016 ,"'Independent' ","'19' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",365
2016 ,"'Independent' ","'19' ","'Women' ","'Wales' ",85
2016 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",20505
2016 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",75
2016 ,"'Sixth form college' ","'18' ","'Men' ","'Scotland' ",5
2016 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",515
2016 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",29665
2016 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",15
2016 ,"'Sixth form college' ","'18' ","'Women' ","'Scotland' ",5
2016 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",855
2016 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",7765
2016 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",65
2016 ,"'Sixth form college' ","'19' ","'Men' ","'Scotland' ",5
2016 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",315
2016 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",9005
2016 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",45
2016 ,"'Sixth form college' ","'19' ","'Women' ","'Scotland' ",5
2016 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",410
2016 ,"'State' ","'18' ","'Men' ","'England' ",19440
2016 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",1130
2016 ,"'State' ","'18' ","'Men' ","'Scotland' ",6595
2016 ,"'State' ","'18' ","'Men' ","'Wales' ",3335
2016 ,"'State' ","'18' ","'Women' ","'England' ",25600
2016 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",2040
2016 ,"'State' ","'18' ","'Women' ","'Scotland' ",9945
2016 ,"'State' ","'18' ","'Women' ","'Wales' ",4650
2016 ,"'State' ","'19' ","'Men' ","'England' ",4770
2016 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",220
2016 ,"'State' ","'19' ","'Men' ","'Scotland' ",835
2016 ,"'State' ","'19' ","'Men' ","'Wales' ",550
2016 ,"'State' ","'19' ","'Women' ","'England' ",5030
2016 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",375
2016 ,"'State' ","'19' ","'Women' ","'Scotland' ",825
2016 ,"'State' ","'19' ","'Women' ","'Wales' ",500
2016 ,"'Other' ","'18' ","'Men' ","'England' ",3505
2016 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",35
2016 ,"'Other' ","'18' ","'Men' ","'Scotland' ",155
2016 ,"'Other' ","'18' ","'Men' ","'Wales' ",95
2016 ,"'Other' ","'18' ","'Women' ","'England' ",4785
2016 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",115
2016 ,"'Other' ","'18' ","'Women' ","'Scotland' ",260
2016 ,"'Other' ","'18' ","'Women' ","'Wales' ",140
2016 ,"'Other' ","'19' ","'Men' ","'England' ",10270
2016 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",420
2016 ,"'Other' ","'19' ","'Men' ","'Scotland' ",705
2016 ,"'Other' ","'19' ","'Men' ","'Wales' ",450
2016 ,"'Other' ","'19' ","'Women' ","'England' ",14900
2016 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",610
2016 ,"'Other' ","'19' ","'Women' ","'Scotland' ",1220
2016 ,"'Other' ","'19' ","'Women' ","'Wales' ",740
