"Statistic:   Number of Acceptances"
"Variables:   Apply Centre Type , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_031_05.pdf"
 
Cycle Year,Apply Centre Type , Age Band , Sex , Applicant Domicile (High Level),Number of Acceptances,
2015 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",250
2015 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",45
2015 ,"'Further education' ","'18' ","'Men' ","'Wales' ",615
2015 ,"'Further education' ","'18' ","'Women' ","'England' ",10640
2015 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",175
2015 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",75
2015 ,"'Further education' ","'18' ","'Women' ","'Wales' ",820
2015 ,"'Further education' ","'19' ","'Men' ","'England' ",6685
2015 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",300
2015 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",310
2015 ,"'Further education' ","'19' ","'Men' ","'Wales' ",425
2015 ,"'Further education' ","'19' ","'Women' ","'England' ",7675
2015 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",295
2015 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",680
2015 ,"'Further education' ","'19' ","'Women' ","'Wales' ",500
2015 ,"'Grammar' ","'18' ","'Men' ","'England' ",1630
2015 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",2530
2015 ,"'Grammar' ","'18' ","'Women' ","'England' ",1740
2015 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",3190
2015 ,"'Grammar' ","'18' ","'Women' ","'Scotland' ",5
2015 ,"'Grammar' ","'19' ","'Men' ","'England' ",280
2015 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",300
2015 ,"'Grammar' ","'19' ","'Women' ","'England' ",280
2015 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",280
2015 ,"'Independent' ","'18' ","'Men' ","'England' ",10915
2015 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",35
2015 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",815
2015 ,"'Independent' ","'18' ","'Men' ","'Wales' ",265
2015 ,"'Independent' ","'18' ","'Women' ","'England' ",10980
2015 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",45
2015 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",985
2015 ,"'Independent' ","'18' ","'Women' ","'Wales' ",285
2015 ,"'Independent' ","'19' ","'Men' ","'England' ",2855
2015 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",315
2015 ,"'Independent' ","'19' ","'Men' ","'Wales' ",65
2015 ,"'Independent' ","'19' ","'Women' ","'England' ",2525
2015 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",270
2015 ,"'Independent' ","'19' ","'Women' ","'Wales' ",75
2015 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",17700
2015 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",40
2015 ,"'Sixth form college' ","'18' ","'Men' ","'Scotland' ",5
2015 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",445
2015 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",25200
2015 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",15
2015 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",730
2015 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",7170
2015 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",30
2015 ,"'Sixth form college' ","'19' ","'Men' ","'Scotland' ",5
2015 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",300
2015 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",8175
2015 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",40
2015 ,"'Sixth form college' ","'19' ","'Women' ","'Scotland' ",5
2015 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",330
2015 ,"'State' ","'18' ","'Men' ","'England' ",16840
2015 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",665
2015 ,"'State' ","'18' ","'Men' ","'Scotland' ",4945
2015 ,"'State' ","'18' ","'Men' ","'Wales' ",2945
2015 ,"'State' ","'18' ","'Women' ","'England' ",21885
2015 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",1245
2015 ,"'State' ","'18' ","'Women' ","'Scotland' ",7130
2015 ,"'State' ","'18' ","'Women' ","'Wales' ",4105
2015 ,"'State' ","'19' ","'Men' ","'England' ",4795
2015 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",130
2015 ,"'State' ","'19' ","'Men' ","'Scotland' ",595
2015 ,"'State' ","'19' ","'Men' ","'Wales' ",465
2015 ,"'State' ","'19' ","'Women' ","'England' ",4725
2015 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",180
2015 ,"'State' ","'19' ","'Women' ","'Scotland' ",570
2015 ,"'State' ","'19' ","'Women' ","'Wales' ",460
2015 ,"'Other' ","'18' ","'Men' ","'England' ",2700
2015 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",30
2015 ,"'Other' ","'18' ","'Men' ","'Scotland' ",100
2015 ,"'Other' ","'18' ","'Men' ","'Wales' ",85
2015 ,"'Other' ","'18' ","'Women' ","'England' ",3605
2015 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",70
2015 ,"'Other' ","'18' ","'Women' ","'Scotland' ",150
2015 ,"'Other' ","'18' ","'Women' ","'Wales' ",100
2015 ,"'Other' ","'19' ","'Men' ","'England' ",7815
2015 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",275
2015 ,"'Other' ","'19' ","'Men' ","'Scotland' ",485
2015 ,"'Other' ","'19' ","'Men' ","'Wales' ",390
2015 ,"'Other' ","'19' ","'Women' ","'England' ",11235
2015 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",380
2015 ,"'Other' ","'19' ","'Women' ","'Scotland' ",845
2015 ,"'Other' ","'19' ","'Women' ","'Wales' ",590
2016 ,"'Academy' ","'18' ","'Men' ","'England' ",30575
2016 ,"'Academy' ","'18' ","'Men' ","'Scotland' ",30
2016 ,"'Academy' ","'18' ","'Men' ","'Wales' ",25
2016 ,"'Academy' ","'18' ","'Women' ","'England' ",38900
2016 ,"'Academy' ","'18' ","'Women' ","'Northern Ireland' ",10
2016 ,"'Academy' ","'18' ","'Women' ","'Scotland' ",35
2016 ,"'Academy' ","'18' ","'Women' ","'Wales' ",30
2016 ,"'Academy' ","'19' ","'Men' ","'England' ",5840
2016 ,"'Academy' ","'19' ","'Men' ","'Scotland' ",5
2016 ,"'Academy' ","'19' ","'Women' ","'England' ",6270
2016 ,"'Academy' ","'19' ","'Women' ","'Scotland' ",10
2016 ,"'Academy' ","'19' ","'Women' ","'Wales' ",5
2016 ,"'Further education' ","'18' ","'Men' ","'England' ",7995
2016 ,"'Further education' ","'18' ","'Men' ","'Northern Ireland' ",230
2016 ,"'Further education' ","'18' ","'Men' ","'Scotland' ",40
2016 ,"'Further education' ","'18' ","'Men' ","'Wales' ",550
2016 ,"'Further education' ","'18' ","'Women' ","'England' ",10230
2016 ,"'Further education' ","'18' ","'Women' ","'Northern Ireland' ",200
2016 ,"'Further education' ","'18' ","'Women' ","'Scotland' ",70
2016 ,"'Further education' ","'18' ","'Women' ","'Wales' ",850
2016 ,"'Further education' ","'19' ","'Men' ","'England' ",6970
2016 ,"'Further education' ","'19' ","'Men' ","'Northern Ireland' ",310
2016 ,"'Further education' ","'19' ","'Men' ","'Scotland' ",325
2016 ,"'Further education' ","'19' ","'Men' ","'Wales' ",470
2016 ,"'Further education' ","'19' ","'Women' ","'England' ",7525
2016 ,"'Further education' ","'19' ","'Women' ","'Northern Ireland' ",380
2016 ,"'Further education' ","'19' ","'Women' ","'Scotland' ",690
2016 ,"'Further education' ","'19' ","'Women' ","'Wales' ",575
2016 ,"'Grammar' ","'18' ","'Men' ","'England' ",1790
2016 ,"'Grammar' ","'18' ","'Men' ","'Northern Ireland' ",2570
2016 ,"'Grammar' ","'18' ","'Men' ","'Wales' ",5
2016 ,"'Grammar' ","'18' ","'Women' ","'England' ",1865
2016 ,"'Grammar' ","'18' ","'Women' ","'Northern Ireland' ",3220
2016 ,"'Grammar' ","'19' ","'Men' ","'England' ",285
2016 ,"'Grammar' ","'19' ","'Men' ","'Northern Ireland' ",370
2016 ,"'Grammar' ","'19' ","'Women' ","'England' ",310
2016 ,"'Grammar' ","'19' ","'Women' ","'Northern Ireland' ",360
2016 ,"'Independent' ","'18' ","'Men' ","'England' ",10930
2016 ,"'Independent' ","'18' ","'Men' ","'Northern Ireland' ",60
2016 ,"'Independent' ","'18' ","'Men' ","'Scotland' ",865
2016 ,"'Independent' ","'18' ","'Men' ","'Wales' ",250
2016 ,"'Independent' ","'18' ","'Women' ","'England' ",11025
2016 ,"'Independent' ","'18' ","'Women' ","'Northern Ireland' ",45
2016 ,"'Independent' ","'18' ","'Women' ","'Scotland' ",980
2016 ,"'Independent' ","'18' ","'Women' ","'Wales' ",290
2016 ,"'Independent' ","'19' ","'Men' ","'England' ",2810
2016 ,"'Independent' ","'19' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Independent' ","'19' ","'Men' ","'Scotland' ",345
2016 ,"'Independent' ","'19' ","'Men' ","'Wales' ",75
2016 ,"'Independent' ","'19' ","'Women' ","'England' ",2545
2016 ,"'Independent' ","'19' ","'Women' ","'Scotland' ",310
2016 ,"'Independent' ","'19' ","'Women' ","'Wales' ",75
2016 ,"'Sixth form college' ","'18' ","'Men' ","'England' ",17765
2016 ,"'Sixth form college' ","'18' ","'Men' ","'Northern Ireland' ",40
2016 ,"'Sixth form college' ","'18' ","'Men' ","'Wales' ",455
2016 ,"'Sixth form college' ","'18' ","'Women' ","'England' ",25490
2016 ,"'Sixth form college' ","'18' ","'Women' ","'Northern Ireland' ",10
2016 ,"'Sixth form college' ","'18' ","'Women' ","'Scotland' ",5
2016 ,"'Sixth form college' ","'18' ","'Women' ","'Wales' ",720
2016 ,"'Sixth form college' ","'19' ","'Men' ","'England' ",6880
2016 ,"'Sixth form college' ","'19' ","'Men' ","'Northern Ireland' ",40
2016 ,"'Sixth form college' ","'19' ","'Men' ","'Wales' ",270
2016 ,"'Sixth form college' ","'19' ","'Women' ","'England' ",7935
2016 ,"'Sixth form college' ","'19' ","'Women' ","'Northern Ireland' ",35
2016 ,"'Sixth form college' ","'19' ","'Women' ","'Scotland' ",5
2016 ,"'Sixth form college' ","'19' ","'Women' ","'Wales' ",350
2016 ,"'State' ","'18' ","'Men' ","'England' ",17050
2016 ,"'State' ","'18' ","'Men' ","'Northern Ireland' ",730
2016 ,"'State' ","'18' ","'Men' ","'Scotland' ",4930
2016 ,"'State' ","'18' ","'Men' ","'Wales' ",3005
2016 ,"'State' ","'18' ","'Women' ","'England' ",22345
2016 ,"'State' ","'18' ","'Women' ","'Northern Ireland' ",1285
2016 ,"'State' ","'18' ","'Women' ","'Scotland' ",7265
2016 ,"'State' ","'18' ","'Women' ","'Wales' ",4150
2016 ,"'State' ","'19' ","'Men' ","'England' ",4330
2016 ,"'State' ","'19' ","'Men' ","'Northern Ireland' ",150
2016 ,"'State' ","'19' ","'Men' ","'Scotland' ",645
2016 ,"'State' ","'19' ","'Men' ","'Wales' ",505
2016 ,"'State' ","'19' ","'Women' ","'England' ",4475
2016 ,"'State' ","'19' ","'Women' ","'Northern Ireland' ",240
2016 ,"'State' ","'19' ","'Women' ","'Scotland' ",630
2016 ,"'State' ","'19' ","'Women' ","'Wales' ",440
2016 ,"'Other' ","'18' ","'Men' ","'England' ",2735
2016 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",25
2016 ,"'Other' ","'18' ","'Men' ","'Scotland' ",105
2016 ,"'Other' ","'18' ","'Men' ","'Wales' ",75
2016 ,"'Other' ","'18' ","'Women' ","'England' ",3625
2016 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",85
2016 ,"'Other' ","'18' ","'Women' ","'Scotland' ",160
2016 ,"'Other' ","'18' ","'Women' ","'Wales' ",105
2016 ,"'Other' ","'19' ","'Men' ","'England' ",8355
2016 ,"'Other' ","'19' ","'Men' ","'Northern Ireland' ",315
2016 ,"'Other' ","'19' ","'Men' ","'Scotland' ",480
2016 ,"'Other' ","'19' ","'Men' ","'Wales' ",380
2016 ,"'Other' ","'19' ","'Women' ","'England' ",11905
2016 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",450
2016 ,"'Other' ","'19' ","'Women' ","'Scotland' ",805
2016 ,"'Other' ","'19' ","'Women' ","'Wales' ",605
