"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Apply Centre Type , Cycle Year"
"Coverage:   Applications through the main scheme, UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_030_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Apply Centre Type,Number of Applications,
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Independent' ",960
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Sixth form college' ",785
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'State' ",1165
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Other' ",195
2012 ,"'D3 - Animal Science' ","'Academy' ",1280
2012 ,"'D3 - Animal Science' ","'Further education' ",1620
2012 ,"'D3 - Animal Science' ","'Grammar' ",175
2012 ,"'D3 - Animal Science' ","'Independent' ",295
2012 ,"'D3 - Animal Science' ","'Sixth form college' ",920
2012 ,"'D3 - Animal Science' ","'State' ",1150
2012 ,"'D3 - Animal Science' ","'Other' ",720
2012 ,"'D4 - Agriculture' ","'Academy' ",720
2012 ,"'D4 - Agriculture' ","'Further education' ",790
2012 ,"'D4 - Agriculture' ","'Grammar' ",375
2012 ,"'D4 - Agriculture' ","'Independent' ",715
2012 ,"'D4 - Agriculture' ","'Sixth form college' ",465
2012 ,"'D4 - Agriculture' ","'State' ",975
2012 ,"'D4 - Agriculture' ","'Other' ",485
2012 ,"'D5 - Forestry & arboriculture' ","'Academy' ",15
2012 ,"'D5 - Forestry & arboriculture' ","'Further education' ",15
2012 ,"'D5 - Forestry & arboriculture' ","'Grammar' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'Independent' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'Sixth form college' ",25
2012 ,"'D5 - Forestry & arboriculture' ","'State' ",30
2012 ,"'D5 - Forestry & arboriculture' ","'Other' ",15
2012 ,"'D6 - Food and Beverage studies' ","'Academy' ",270
2012 ,"'D6 - Food and Beverage studies' ","'Further education' ",105
2012 ,"'D6 - Food and Beverage studies' ","'Grammar' ",100
2012 ,"'D6 - Food and Beverage studies' ","'Independent' ",135
2012 ,"'D6 - Food and Beverage studies' ","'Sixth form college' ",120
2012 ,"'D6 - Food and Beverage studies' ","'State' ",290
2012 ,"'D6 - Food and Beverage studies' ","'Other' ",85
2012 ,"'D7 - Agricultural Sciences' ","'Academy' ",50
2012 ,"'D7 - Agricultural Sciences' ","'Further education' ",40
2012 ,"'D7 - Agricultural Sciences' ","'Grammar' ",10
2012 ,"'D7 - Agricultural Sciences' ","'Independent' ",75
2012 ,"'D7 - Agricultural Sciences' ","'Sixth form college' ",20
2012 ,"'D7 - Agricultural Sciences' ","'State' ",45
2012 ,"'D7 - Agricultural Sciences' ","'Other' ",20
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Academy' ",50
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Further education' ",20
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Grammar' ",15
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Independent' ",25
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Sixth form college' ",40
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'State' ",40
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Other' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Academy' ",60
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Further education' ",110
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Grammar' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Independent' ",10
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Sixth form college' ",60
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'State' ",65
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Other' ",45
2012 ,"'F1 - Chemistry' ","'Academy' ",5865
2012 ,"'F1 - Chemistry' ","'Further education' ",1025
2012 ,"'F1 - Chemistry' ","'Grammar' ",780
2012 ,"'F1 - Chemistry' ","'Independent' ",2365
2012 ,"'F1 - Chemistry' ","'Sixth form college' ",3805
2012 ,"'F1 - Chemistry' ","'State' ",5335
2012 ,"'F1 - Chemistry' ","'Other' ",590
2012 ,"'F2 - Materials Science' ","'Academy' ",5
2012 ,"'F2 - Materials Science' ","'Independent' ",5
2012 ,"'F2 - Materials Science' ","'State' ",5
2012 ,"'F3 - Physics' ","'Academy' ",6485
2012 ,"'F3 - Physics' ","'Further education' ",770
2012 ,"'F3 - Physics' ","'Grammar' ",880
2012 ,"'F3 - Physics' ","'Independent' ",2575
2012 ,"'F3 - Physics' ","'Sixth form college' ",3005
2012 ,"'F3 - Physics' ","'State' ",5890
2012 ,"'F3 - Physics' ","'Other' ",495
2012 ,"'F4 - Forensic and Archaeological Science' ","'Academy' ",1265
2012 ,"'F4 - Forensic and Archaeological Science' ","'Further education' ",1040
2012 ,"'F4 - Forensic and Archaeological Science' ","'Grammar' ",70
2012 ,"'F4 - Forensic and Archaeological Science' ","'Independent' ",210
2012 ,"'F4 - Forensic and Archaeological Science' ","'Sixth form college' ",1140
2012 ,"'F4 - Forensic and Archaeological Science' ","'State' ",1840
2012 ,"'F4 - Forensic and Archaeological Science' ","'Other' ",495
2012 ,"'F5 - Astronomy' ","'Academy' ",325
2012 ,"'F5 - Astronomy' ","'Further education' ",65
2012 ,"'F5 - Astronomy' ","'Grammar' ",25
2012 ,"'F5 - Astronomy' ","'Independent' ",60
2012 ,"'F5 - Astronomy' ","'Sixth form college' ",160
2012 ,"'F5 - Astronomy' ","'State' ",305
2012 ,"'F5 - Astronomy' ","'Other' ",30
2012 ,"'F6 - Geology' ","'Academy' ",1875
2012 ,"'F6 - Geology' ","'Further education' ",425
2012 ,"'F6 - Geology' ","'Grammar' ",150
2012 ,"'F6 - Geology' ","'Independent' ",1110
2012 ,"'F6 - Geology' ","'Sixth form college' ",1455
2012 ,"'F6 - Geology' ","'State' ",1680
2012 ,"'F6 - Geology' ","'Other' ",170
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Academy' ",1255
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Further education' ",470
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Grammar' ",280
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Independent' ",500
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Sixth form college' ",930
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'State' ",1145
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Other' ",220
2012 ,"'F8 - Physical geographical sciences' ","'Academy' ",5135
2012 ,"'F8 - Physical geographical sciences' ","'Further education' ",630
2012 ,"'F8 - Physical geographical sciences' ","'Grammar' ",1115
2012 ,"'F8 - Physical geographical sciences' ","'Independent' ",2880
2012 ,"'F8 - Physical geographical sciences' ","'Sixth form college' ",2370
2012 ,"'F8 - Physical geographical sciences' ","'State' ",4200
2012 ,"'F8 - Physical geographical sciences' ","'Other' ",525
2012 ,"'F9 - Others in Physical Sciences' ","'Academy' ",90
2012 ,"'F9 - Others in Physical Sciences' ","'Further education' ",25
2012 ,"'F9 - Others in Physical Sciences' ","'Grammar' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'Independent' ",10
2012 ,"'F9 - Others in Physical Sciences' ","'Sixth form college' ",75
2012 ,"'F9 - Others in Physical Sciences' ","'State' ",70
2012 ,"'F9 - Others in Physical Sciences' ","'Other' ",15
2012 ,"'FF - Combinations within Physical Sciences' ","'Academy' ",600
2012 ,"'FF - Combinations within Physical Sciences' ","'Further education' ",125
2012 ,"'FF - Combinations within Physical Sciences' ","'Grammar' ",50
2012 ,"'FF - Combinations within Physical Sciences' ","'Independent' ",245
2012 ,"'FF - Combinations within Physical Sciences' ","'Sixth form college' ",370
2012 ,"'FF - Combinations within Physical Sciences' ","'State' ",735
2012 ,"'FF - Combinations within Physical Sciences' ","'Other' ",65
2012 ,"'G1 - Mathematics' ","'Academy' ",9910
2012 ,"'G1 - Mathematics' ","'Further education' ",1370
2012 ,"'G1 - Mathematics' ","'Grammar' ",1230
2012 ,"'G1 - Mathematics' ","'Independent' ",2450
2012 ,"'G1 - Mathematics' ","'Sixth form college' ",5810
2012 ,"'G1 - Mathematics' ","'State' ",8465
2012 ,"'G1 - Mathematics' ","'Other' ",880
2012 ,"'G2 - Operational Research' ","'Academy' ",5
2012 ,"'G2 - Operational Research' ","'Further education' ",10
2012 ,"'G2 - Operational Research' ","'Independent' ",5
2012 ,"'G2 - Operational Research' ","'Sixth form college' ",5
2012 ,"'G2 - Operational Research' ","'State' ",60
2012 ,"'G2 - Operational Research' ","'Other' ",10
2012 ,"'G3 - Statistics' ","'Academy' ",95
2012 ,"'G3 - Statistics' ","'Further education' ",15
2012 ,"'G3 - Statistics' ","'Grammar' ",15
2012 ,"'G3 - Statistics' ","'Independent' ",20
2012 ,"'G3 - Statistics' ","'Sixth form college' ",45
2012 ,"'G3 - Statistics' ","'State' ",85
2012 ,"'G3 - Statistics' ","'Other' ",15
2012 ,"'G9 - Others in Mathematical Sciences' ","'Academy' ",15
2012 ,"'G9 - Others in Mathematical Sciences' ","'Sixth form college' ",10
2012 ,"'G9 - Others in Mathematical Sciences' ","'State' ",15
2012 ,"'G9 - Others in Mathematical Sciences' ","'Other' ",5
2012 ,"'GG - Combinations within Mathematical Sciences' ","'Academy' ",355
2012 ,"'GG - Combinations within Mathematical Sciences' ","'Further education' ",90
2012 ,"'GG - Combinations within Mathematical Sciences' ","'Grammar' ",120
2012 ,"'GG - Combinations within Mathematical Sciences' ","'Independent' ",105
2012 ,"'GG - Combinations within Mathematical Sciences' ","'Sixth form college' ",200
2012 ,"'GG - Combinations within Mathematical Sciences' ","'State' ",470
2012 ,"'GG - Combinations within Mathematical Sciences' ","'Other' ",60
2012 ,"'H1 - General Engineering' ","'Academy' ",1920
2012 ,"'H1 - General Engineering' ","'Further education' ",750
2012 ,"'H1 - General Engineering' ","'Grammar' ",440
2012 ,"'H1 - General Engineering' ","'Independent' ",1260
2012 ,"'H1 - General Engineering' ","'Sixth form college' ",1240
2012 ,"'H1 - General Engineering' ","'State' ",1920
2012 ,"'H1 - General Engineering' ","'Other' ",585
2012 ,"'H2 - Civil Engineering' ","'Academy' ",2770
2012 ,"'H2 - Civil Engineering' ","'Further education' ",1060
2012 ,"'H2 - Civil Engineering' ","'Grammar' ",595
2012 ,"'H2 - Civil Engineering' ","'Independent' ",1220
2012 ,"'H2 - Civil Engineering' ","'Sixth form college' ",1755
2012 ,"'H2 - Civil Engineering' ","'State' ",3315
2012 ,"'H2 - Civil Engineering' ","'Other' ",775
2012 ,"'H3 - Mechanical Engineering' ","'Academy' ",5855
2012 ,"'H3 - Mechanical Engineering' ","'Further education' ",2115
2012 ,"'H3 - Mechanical Engineering' ","'Grammar' ",1235
2012 ,"'H3 - Mechanical Engineering' ","'Independent' ",3400
2012 ,"'H3 - Mechanical Engineering' ","'Sixth form college' ",3350
2012 ,"'H3 - Mechanical Engineering' ","'State' ",6785
2012 ,"'H3 - Mechanical Engineering' ","'Other' ",1460
2012 ,"'H4 - Aerospace Engineering' ","'Academy' ",2255
2012 ,"'H4 - Aerospace Engineering' ","'Further education' ",1000
2012 ,"'H4 - Aerospace Engineering' ","'Grammar' ",425
2012 ,"'H4 - Aerospace Engineering' ","'Independent' ",690
2012 ,"'H4 - Aerospace Engineering' ","'Sixth form college' ",1470
2012 ,"'H4 - Aerospace Engineering' ","'State' ",2110
2012 ,"'H4 - Aerospace Engineering' ","'Other' ",555
2012 ,"'H5 - Naval Architecture' ","'Academy' ",40
2012 ,"'H5 - Naval Architecture' ","'Further education' ",20
2012 ,"'H5 - Naval Architecture' ","'Grammar' ",10
2012 ,"'H5 - Naval Architecture' ","'Independent' ",35
2012 ,"'H5 - Naval Architecture' ","'Sixth form college' ",30
2012 ,"'H5 - Naval Architecture' ","'State' ",70
2012 ,"'H5 - Naval Architecture' ","'Other' ",15
2012 ,"'H6 - Electronic and Electrical Engineering' ","'Academy' ",1820
2012 ,"'H6 - Electronic and Electrical Engineering' ","'Further education' ",1375
2012 ,"'H6 - Electronic and Electrical Engineering' ","'Grammar' ",485
2012 ,"'H6 - Electronic and Electrical Engineering' ","'Independent' ",685
2012 ,"'H6 - Electronic and Electrical Engineering' ","'Sixth form college' ",1795
2012 ,"'H6 - Electronic and Electrical Engineering' ","'State' ",2430
2012 ,"'H6 - Electronic and Electrical Engineering' ","'Other' ",780
2012 ,"'H7 - Production and Manufacturing Engineering' ","'Academy' ",565
2012 ,"'H7 - Production and Manufacturing Engineering' ","'Further education' ",180
2012 ,"'H7 - Production and Manufacturing Engineering' ","'Grammar' ",175
2012 ,"'H7 - Production and Manufacturing Engineering' ","'Independent' ",345
2012 ,"'H7 - Production and Manufacturing Engineering' ","'Sixth form college' ",215
2012 ,"'H7 - Production and Manufacturing Engineering' ","'State' ",630
2012 ,"'H7 - Production and Manufacturing Engineering' ","'Other' ",115
2012 ,"'H8 - Chemical,Process and Energy Engineering' ","'Academy' ",1960
2012 ,"'H8 - Chemical,Process and Energy Engineering' ","'Further education' ",330
2012 ,"'H8 - Chemical,Process and Energy Engineering' ","'Grammar' ",440
2012 ,"'H8 - Chemical,Process and Energy Engineering' ","'Independent' ",1030
2012 ,"'H8 - Chemical,Process and Energy Engineering' ","'Sixth form college' ",1145
2012 ,"'H8 - Chemical,Process and Energy Engineering' ","'State' ",2120
2012 ,"'H8 - Chemical,Process and Energy Engineering' ","'Other' ",335
2012 ,"'H9 - Others in Engineering' ","'Academy' ",5
2012 ,"'H9 - Others in Engineering' ","'State' ",5
2012 ,"'H9 - Others in Engineering' ","'Other' ",5
2012 ,"'HH - Combinations within Engineering' ","'Academy' ",310
2012 ,"'HH - Combinations within Engineering' ","'Further education' ",210
2012 ,"'HH - Combinations within Engineering' ","'Grammar' ",195
2012 ,"'HH - Combinations within Engineering' ","'Independent' ",225
2012 ,"'HH - Combinations within Engineering' ","'Sixth form college' ",215
2012 ,"'HH - Combinations within Engineering' ","'State' ",585
2012 ,"'HH - Combinations within Engineering' ","'Other' ",120
2012 ,"'I1 - Computer Science' ","'Academy' ",7405
2012 ,"'I1 - Computer Science' ","'Further education' ",6050
2012 ,"'I1 - Computer Science' ","'Grammar' ",1660
2012 ,"'I1 - Computer Science' ","'Independent' ",1255
2012 ,"'I1 - Computer Science' ","'Sixth form college' ",7055
2012 ,"'I1 - Computer Science' ","'State' ",8610
2012 ,"'I1 - Computer Science' ","'Other' ",3130
2012 ,"'I2 - Information Systems' ","'Academy' ",1555
2012 ,"'I2 - Information Systems' ","'Further education' ",1355
2012 ,"'I2 - Information Systems' ","'Grammar' ",250
2012 ,"'I2 - Information Systems' ","'Independent' ",145
2012 ,"'I2 - Information Systems' ","'Sixth form college' ",1805
2012 ,"'I2 - Information Systems' ","'State' ",2035
2012 ,"'I2 - Information Systems' ","'Other' ",830
2012 ,"'I3 - Software Engineering' ","'Academy' ",905
2012 ,"'I3 - Software Engineering' ","'Further education' ",910
2012 ,"'I3 - Software Engineering' ","'Grammar' ",190
2012 ,"'I3 - Software Engineering' ","'Independent' ",80
2012 ,"'I3 - Software Engineering' ","'Sixth form college' ",1095
2012 ,"'I3 - Software Engineering' ","'State' ",1235
2012 ,"'I3 - Software Engineering' ","'Other' ",530
2012 ,"'I4 - Artificial Intelligence' ","'Academy' ",25
2012 ,"'I4 - Artificial Intelligence' ","'Further education' ",25
2012 ,"'I4 - Artificial Intelligence' ","'Grammar' ",20
2012 ,"'I4 - Artificial Intelligence' ","'Independent' ",20
2012 ,"'I4 - Artificial Intelligence' ","'Sixth form college' ",30
2012 ,"'I4 - Artificial Intelligence' ","'State' ",50
2012 ,"'I4 - Artificial Intelligence' ","'Other' ",15
2012 ,"'I5 - Health Informatics' ","'Sixth form college' ",5
2012 ,"'I6 - Games' ","'Academy' ",220
2012 ,"'I6 - Games' ","'Further education' ",300
2012 ,"'I6 - Games' ","'Grammar' ",15
2012 ,"'I6 - Games' ","'Independent' ",45
2012 ,"'I6 - Games' ","'Sixth form college' ",295
2012 ,"'I6 - Games' ","'State' ",420
2012 ,"'I6 - Games' ","'Other' ",180
2012 ,"'I7 - Computer generated visual & audio effects' ","'Academy' ",5
2012 ,"'I7 - Computer generated visual & audio effects' ","'Further education' ",5
2012 ,"'I7 - Computer generated visual & audio effects' ","'Sixth form college' ",5
2012 ,"'I7 - Computer generated visual & audio effects' ","'State' ",5
2012 ,"'I7 - Computer generated visual & audio effects' ","'Other' ",10
2012 ,"'I9 - Others in Computer Sciences' ","'Academy' ",50
2012 ,"'I9 - Others in Computer Sciences' ","'Further education' ",50
2012 ,"'I9 - Others in Computer Sciences' ","'Sixth form college' ",50
2012 ,"'I9 - Others in Computer Sciences' ","'State' ",60
2012 ,"'I9 - Others in Computer Sciences' ","'Other' ",30
2012 ,"'II - Combinations in Computer Sciences' ","'Academy' ",605
2012 ,"'II - Combinations in Computer Sciences' ","'Further education' ",720
2012 ,"'II - Combinations in Computer Sciences' ","'Grammar' ",390
2012 ,"'II - Combinations in Computer Sciences' ","'Independent' ",60
2012 ,"'II - Combinations in Computer Sciences' ","'Sixth form college' ",675
2012 ,"'II - Combinations in Computer Sciences' ","'State' ",810
2012 ,"'II - Combinations in Computer Sciences' ","'Other' ",365
2012 ,"'J1 - Minerals Technology' ","'Academy' ",15
2012 ,"'J1 - Minerals Technology' ","'Further education' ",5
2012 ,"'J1 - Minerals Technology' ","'Independent' ",10
2012 ,"'J1 - Minerals Technology' ","'Sixth form college' ",5
2012 ,"'J1 - Minerals Technology' ","'State' ",10
2012 ,"'J1 - Minerals Technology' ","'Other' ",5
2012 ,"'J2 - Metallurgy' ","'Academy' ",5
2012 ,"'J2 - Metallurgy' ","'State' ",5
2012 ,"'J3 - Ceramics and Glass' ","'Further education' ",5
2012 ,"'J3 - Ceramics and Glass' ","'Other' ",5
2012 ,"'J4 - Polymers and Textiles' ","'Academy' ",15
2012 ,"'J4 - Polymers and Textiles' ","'Further education' ",30
2012 ,"'J4 - Polymers and Textiles' ","'Grammar' ",5
2012 ,"'J4 - Polymers and Textiles' ","'Independent' ",15
2012 ,"'J4 - Polymers and Textiles' ","'Sixth form college' ",20
2012 ,"'J4 - Polymers and Textiles' ","'State' ",45
2012 ,"'J4 - Polymers and Textiles' ","'Other' ",35
2012 ,"'J5 - Materials Technology not otherwise spec' ","'Academy' ",150
2012 ,"'J5 - Materials Technology not otherwise spec' ","'Further education' ",30
2012 ,"'J5 - Materials Technology not otherwise spec' ","'Grammar' ",5
2012 ,"'J5 - Materials Technology not otherwise spec' ","'Independent' ",80
2012 ,"'J5 - Materials Technology not otherwise spec' ","'Sixth form college' ",90
2012 ,"'J5 - Materials Technology not otherwise spec' ","'State' ",100
2012 ,"'J5 - Materials Technology not otherwise spec' ","'Other' ",25
2012 ,"'J6 - Maritime Technology' ","'Academy' ",80
2012 ,"'J6 - Maritime Technology' ","'Further education' ",20
2012 ,"'J6 - Maritime Technology' ","'Grammar' ",10
2012 ,"'J6 - Maritime Technology' ","'Independent' ",55
2012 ,"'J6 - Maritime Technology' ","'Sixth form college' ",40
2012 ,"'J6 - Maritime Technology' ","'State' ",65
2012 ,"'J6 - Maritime Technology' ","'Other' ",25
2012 ,"'J7 - Biotechnology' ","'Academy' ",105
2012 ,"'J7 - Biotechnology' ","'Further education' ",35
2012 ,"'J7 - Biotechnology' ","'Grammar' ",15
2012 ,"'J7 - Biotechnology' ","'Independent' ",40
2012 ,"'J7 - Biotechnology' ","'Sixth form college' ",75
2012 ,"'J7 - Biotechnology' ","'State' ",200
2012 ,"'J7 - Biotechnology' ","'Other' ",20
2012 ,"'J9 - Others in Technology' ","'Academy' ",805
2012 ,"'J9 - Others in Technology' ","'Further education' ",825
2012 ,"'J9 - Others in Technology' ","'Grammar' ",150
2012 ,"'J9 - Others in Technology' ","'Independent' ",155
2012 ,"'J9 - Others in Technology' ","'Sixth form college' ",820
2012 ,"'J9 - Others in Technology' ","'State' ",750
2012 ,"'J9 - Others in Technology' ","'Other' ",540
2012 ,"'JJ - Combinations within Technology' ","'Academy' ",5
2012 ,"'JJ - Combinations within Technology' ","'Sixth form college' ",5
2012 ,"'JJ - Combinations within Technology' ","'State' ",5
2012 ,"'K1 - Architecture' ","'Academy' ",3160
2012 ,"'K1 - Architecture' ","'Further education' ",1610
2012 ,"'K1 - Architecture' ","'Grammar' ",530
2012 ,"'K1 - Architecture' ","'Independent' ",1780
2012 ,"'K1 - Architecture' ","'Sixth form college' ",2430
2012 ,"'K1 - Architecture' ","'State' ",3065
2012 ,"'K1 - Architecture' ","'Other' ",1170
2012 ,"'K2 - Building' ","'Academy' ",1200
2012 ,"'K2 - Building' ","'Further education' ",965
2012 ,"'K2 - Building' ","'Grammar' ",405
2012 ,"'K2 - Building' ","'Independent' ",510
2012 ,"'K2 - Building' ","'Sixth form college' ",940
2012 ,"'K2 - Building' ","'State' ",1740
2012 ,"'K2 - Building' ","'Other' ",750
2012 ,"'K3 - Landscape & Garden Design' ","'Academy' ",60
2012 ,"'K3 - Landscape & Garden Design' ","'Further education' ",40
2012 ,"'K3 - Landscape & Garden Design' ","'Grammar' ",5
2012 ,"'K3 - Landscape & Garden Design' ","'Independent' ",45
2012 ,"'K3 - Landscape & Garden Design' ","'Sixth form college' ",30
2012 ,"'K3 - Landscape & Garden Design' ","'State' ",55
2012 ,"'K3 - Landscape & Garden Design' ","'Other' ",40
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Academy' ",295
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Further education' ",100
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Grammar' ",180
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Independent' ",300
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Sixth form college' ",140
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'State' ",360
2012 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Other' ",105
2012 ,"'K9 - Others in Architecture,Build & Plan' ","'Academy' ",5
2012 ,"'K9 - Others in Architecture,Build & Plan' ","'Further education' ",5
2012 ,"'K9 - Others in Architecture,Build & Plan' ","'Sixth form college' ",10
2012 ,"'K9 - Others in Architecture,Build & Plan' ","'State' ",5
2012 ,"'K9 - Others in Architecture,Build & Plan' ","'Other' ",5
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'Academy' ",70
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'Further education' ",40
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'Grammar' ",40
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'Independent' ",60
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'Sixth form college' ",50
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'State' ",60
2012 ,"'KK - Combinations within Architecture,Build & Plan' ","'Other' ",20
2012 ,"'L1 - Economics' ","'Academy' ",8280
2012 ,"'L1 - Economics' ","'Further education' ",1160
2012 ,"'L1 - Economics' ","'Grammar' ",1535
2012 ,"'L1 - Economics' ","'Independent' ",6185
2012 ,"'L1 - Economics' ","'Sixth form college' ",4880
2012 ,"'L1 - Economics' ","'State' ",5145
2012 ,"'L1 - Economics' ","'Other' ",1065
2012 ,"'L2 - Politics' ","'Academy' ",4760
2012 ,"'L2 - Politics' ","'Further education' ",1080
2012 ,"'L2 - Politics' ","'Grammar' ",870
2012 ,"'L2 - Politics' ","'Independent' ",3900
2012 ,"'L2 - Politics' ","'Sixth form college' ",3215
2012 ,"'L2 - Politics' ","'State' ",3750
2012 ,"'L2 - Politics' ","'Other' ",930
2012 ,"'L3 - Sociology' ","'Academy' ",4100
2012 ,"'L3 - Sociology' ","'Further education' ",1705
2012 ,"'L3 - Sociology' ","'Grammar' ",475
2012 ,"'L3 - Sociology' ","'Independent' ",1250
2012 ,"'L3 - Sociology' ","'Sixth form college' ",3610
2012 ,"'L3 - Sociology' ","'State' ",5010
2012 ,"'L3 - Sociology' ","'Other' ",1225
2012 ,"'L4 - Social Policy' ","'Academy' ",550
2012 ,"'L4 - Social Policy' ","'Further education' ",830
2012 ,"'L4 - Social Policy' ","'Grammar' ",120
2012 ,"'L4 - Social Policy' ","'Independent' ",110
2012 ,"'L4 - Social Policy' ","'Sixth form college' ",605
2012 ,"'L4 - Social Policy' ","'State' ",880
2012 ,"'L4 - Social Policy' ","'Other' ",415
2012 ,"'L5 - Social Work' ","'Academy' ",2920
2012 ,"'L5 - Social Work' ","'Further education' ",3495
2012 ,"'L5 - Social Work' ","'Grammar' ",670
2012 ,"'L5 - Social Work' ","'Independent' ",200
2012 ,"'L5 - Social Work' ","'Sixth form college' ",3900
2012 ,"'L5 - Social Work' ","'State' ",5040
2012 ,"'L5 - Social Work' ","'Other' ",2360
2012 ,"'L6 - Anthropology' ","'Academy' ",815
2012 ,"'L6 - Anthropology' ","'Further education' ",370
2012 ,"'L6 - Anthropology' ","'Grammar' ",95
2012 ,"'L6 - Anthropology' ","'Independent' ",635
2012 ,"'L6 - Anthropology' ","'Sixth form college' ",495
2012 ,"'L6 - Anthropology' ","'State' ",840
2012 ,"'L6 - Anthropology' ","'Other' ",200
2012 ,"'L7 - Human and Social Geography' ","'Academy' ",3710
2012 ,"'L7 - Human and Social Geography' ","'Further education' ",390
2012 ,"'L7 - Human and Social Geography' ","'Grammar' ",385
2012 ,"'L7 - Human and Social Geography' ","'Independent' ",3830
2012 ,"'L7 - Human and Social Geography' ","'Sixth form college' ",1470
2012 ,"'L7 - Human and Social Geography' ","'State' ",2865
2012 ,"'L7 - Human and Social Geography' ","'Other' ",305
2012 ,"'L8 - Development studies' ","'Academy' ",5
2012 ,"'L8 - Development studies' ","'Further education' ",10
2012 ,"'L8 - Development studies' ","'Sixth form college' ",10
2012 ,"'L8 - Development studies' ","'State' ",5
2012 ,"'L9 - Others in Social Studies' ","'Academy' ",355
2012 ,"'L9 - Others in Social Studies' ","'Further education' ",195
2012 ,"'L9 - Others in Social Studies' ","'Grammar' ",35
2012 ,"'L9 - Others in Social Studies' ","'Independent' ",105
2012 ,"'L9 - Others in Social Studies' ","'Sixth form college' ",375
2012 ,"'L9 - Others in Social Studies' ","'State' ",240
2012 ,"'L9 - Others in Social Studies' ","'Other' ",120
2012 ,"'LL - Combinations within Social Studies' ","'Academy' ",2090
2012 ,"'LL - Combinations within Social Studies' ","'Further education' ",570
2012 ,"'LL - Combinations within Social Studies' ","'Grammar' ",360
2012 ,"'LL - Combinations within Social Studies' ","'Independent' ",2010
2012 ,"'LL - Combinations within Social Studies' ","'Sixth form college' ",1345
2012 ,"'LL - Combinations within Social Studies' ","'State' ",1730
2012 ,"'LL - Combinations within Social Studies' ","'Other' ",570
2012 ,"'M1 - Law by Area' ","'Academy' ",12425
2012 ,"'M1 - Law by Area' ","'Further education' ",4850
2012 ,"'M1 - Law by Area' ","'Grammar' ",2380
2012 ,"'M1 - Law by Area' ","'Independent' ",4960
2012 ,"'M1 - Law by Area' ","'Sixth form college' ",14595
2012 ,"'M1 - Law by Area' ","'State' ",13320
2012 ,"'M1 - Law by Area' ","'Other' ",2815
2012 ,"'M2 - Law by Topic' ","'Academy' ",630
2012 ,"'M2 - Law by Topic' ","'Further education' ",440
2012 ,"'M2 - Law by Topic' ","'Grammar' ",110
2012 ,"'M2 - Law by Topic' ","'Independent' ",60
2012 ,"'M2 - Law by Topic' ","'Sixth form college' ",675
2012 ,"'M2 - Law by Topic' ","'State' ",825
2012 ,"'M2 - Law by Topic' ","'Other' ",205
