2007 ,"'C8 - Psychology' ","'17 and under' ",130
2007 ,"'C8 - Psychology' ","'18' ",7795
2007 ,"'C8 - Psychology' ","'19' ",2095
2007 ,"'C8 - Psychology' ","'20' ",735
2007 ,"'C8 - Psychology' ","'21 and over' ",2365
2007 ,"'C9 - Others in Biological Sciences' ","'17 and under' ",15
2007 ,"'C9 - Others in Biological Sciences' ","'18' ",315
2007 ,"'C9 - Others in Biological Sciences' ","'19' ",125
2007 ,"'C9 - Others in Biological Sciences' ","'20' ",45
2007 ,"'C9 - Others in Biological Sciences' ","'21 and over' ",150
2007 ,"'CC - Combinations within Biological Sciences' ","'17 and under' ",10
2007 ,"'CC - Combinations within Biological Sciences' ","'18' ",395
2007 ,"'CC - Combinations within Biological Sciences' ","'19' ",120
2007 ,"'CC - Combinations within Biological Sciences' ","'20' ",40
2007 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ",65
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'17 and under' ",10
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ",580
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'19' ",80
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'20' ",15
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ",255
2007 ,"'D3 - Animal Science' ","'17 and under' ",10
2007 ,"'D3 - Animal Science' ","'18' ",720
2007 ,"'D3 - Animal Science' ","'19' ",275
2007 ,"'D3 - Animal Science' ","'20' ",130
2007 ,"'D3 - Animal Science' ","'21 and over' ",315
2007 ,"'D4 - Agriculture' ","'17 and under' ",30
2007 ,"'D4 - Agriculture' ","'18' ",535
2007 ,"'D4 - Agriculture' ","'19' ",225
2007 ,"'D4 - Agriculture' ","'20' ",115
2007 ,"'D4 - Agriculture' ","'21 and over' ",430
2007 ,"'D5 - Forestry & arboriculture' ","'18' ",25
2007 ,"'D5 - Forestry & arboriculture' ","'19' ",10
2007 ,"'D5 - Forestry & arboriculture' ","'20' ",10
2007 ,"'D5 - Forestry & arboriculture' ","'21 and over' ",65
2007 ,"'D6 - Food and Beverage studies' ","'17 and under' ",10
2007 ,"'D6 - Food and Beverage studies' ","'18' ",110
2007 ,"'D6 - Food and Beverage studies' ","'19' ",40
2007 ,"'D6 - Food and Beverage studies' ","'20' ",35
2007 ,"'D6 - Food and Beverage studies' ","'21 and over' ",130
2007 ,"'D7 - Agricultural Sciences' ","'18' ",15
2007 ,"'D7 - Agricultural Sciences' ","'19' ",10
2007 ,"'D7 - Agricultural Sciences' ","'20' ",5
2007 ,"'D7 - Agricultural Sciences' ","'21 and over' ",10
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'18' ",20
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'19' ",10
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'21 and over' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'18' ",35
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'19' ",15
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'20' ",10
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'21 and over' ",15
2007 ,"'F0 - Physical Sciences: any area of study' ","'18' ",50
2007 ,"'F0 - Physical Sciences: any area of study' ","'19' ",15
2007 ,"'F0 - Physical Sciences: any area of study' ","'20' ",10
2007 ,"'F0 - Physical Sciences: any area of study' ","'21 and over' ",10
2007 ,"'F1 - Chemistry' ","'17 and under' ",70
2007 ,"'F1 - Chemistry' ","'18' ",2550
2007 ,"'F1 - Chemistry' ","'19' ",500
2007 ,"'F1 - Chemistry' ","'20' ",140
2007 ,"'F1 - Chemistry' ","'21 and over' ",295
2007 ,"'F2 - Materials Science' ","'18' ",10
2007 ,"'F3 - Physics' ","'17 and under' ",65
2007 ,"'F3 - Physics' ","'18' ",2195
2007 ,"'F3 - Physics' ","'19' ",380
2007 ,"'F3 - Physics' ","'20' ",100
2007 ,"'F3 - Physics' ","'21 and over' ",225
2007 ,"'F4 - Forensic and Archaeological Science' ","'17 and under' ",15
2007 ,"'F4 - Forensic and Archaeological Science' ","'18' ",945
2007 ,"'F4 - Forensic and Archaeological Science' ","'19' ",320
2007 ,"'F4 - Forensic and Archaeological Science' ","'20' ",130
2007 ,"'F4 - Forensic and Archaeological Science' ","'21 and over' ",405
2007 ,"'F5 - Astronomy' ","'17 and under' ",5
2007 ,"'F5 - Astronomy' ","'18' ",80
2007 ,"'F5 - Astronomy' ","'19' ",20
2007 ,"'F5 - Astronomy' ","'20' ",5
2007 ,"'F5 - Astronomy' ","'21 and over' ",10
2007 ,"'F6 - Geology' ","'17 and under' ",20
2007 ,"'F6 - Geology' ","'18' ",945
2007 ,"'F6 - Geology' ","'19' ",190
2007 ,"'F6 - Geology' ","'20' ",50
2007 ,"'F6 - Geology' ","'21 and over' ",145
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'17 and under' ",15
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'18' ",690
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'19' ",195
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'20' ",70
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'21 and over' ",250
2007 ,"'F8 - Physical geographical sciences' ","'17 and under' ",25
2007 ,"'F8 - Physical geographical sciences' ","'18' ",2340
2007 ,"'F8 - Physical geographical sciences' ","'19' ",395
2007 ,"'F8 - Physical geographical sciences' ","'20' ",110
2007 ,"'F8 - Physical geographical sciences' ","'21 and over' ",240
2007 ,"'F9 - Others in Physical Sciences' ","'17 and under' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'18' ",135
2007 ,"'F9 - Others in Physical Sciences' ","'19' ",65
2007 ,"'F9 - Others in Physical Sciences' ","'20' ",30
2007 ,"'F9 - Others in Physical Sciences' ","'21 and over' ",125
2007 ,"'FF - Combinations within Physical Sciences' ","'17 and under' ",15
2007 ,"'FF - Combinations within Physical Sciences' ","'18' ",635
2007 ,"'FF - Combinations within Physical Sciences' ","'19' ",125
2007 ,"'FF - Combinations within Physical Sciences' ","'20' ",40
2007 ,"'FF - Combinations within Physical Sciences' ","'21 and over' ",75
2007 ,"'G0 - Mathematical Sciences: any area' ","'18' ",5
2007 ,"'G0 - Mathematical Sciences: any area' ","'19' ",5
2007 ,"'G0 - Mathematical Sciences: any area' ","'21 and over' ",15
2007 ,"'G1 - Mathematics' ","'17 and under' ",110
2007 ,"'G1 - Mathematics' ","'18' ",3775
2007 ,"'G1 - Mathematics' ","'19' ",715
2007 ,"'G1 - Mathematics' ","'20' ",215
2007 ,"'G1 - Mathematics' ","'21 and over' ",325
2007 ,"'G2 - Operational Research' ","'18' ",10
2007 ,"'G2 - Operational Research' ","'19' ",5
2007 ,"'G2 - Operational Research' ","'20' ",5
2007 ,"'G2 - Operational Research' ","'21 and over' ",30
2007 ,"'G3 - Statistics' ","'17 and under' ",5
2007 ,"'G3 - Statistics' ","'18' ",100
2007 ,"'G3 - Statistics' ","'19' ",50
2007 ,"'G3 - Statistics' ","'20' ",15
2007 ,"'G3 - Statistics' ","'21 and over' ",15
2007 ,"'G9 - Others in Mathematical Sciences' ","'18' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'19' ",5
2007 ,"'G9 - Others in Mathematical Sciences' ","'21 and over' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'17 and under' ",20
2007 ,"'GG - Combinations within Mathematical Sciences' ","'18' ",230
2007 ,"'GG - Combinations within Mathematical Sciences' ","'19' ",100
2007 ,"'GG - Combinations within Mathematical Sciences' ","'20' ",40
2007 ,"'GG - Combinations within Mathematical Sciences' ","'21 and over' ",30
2007 ,"'H0 - Engineering: any area of study' ","'17 and under' ",10
2007 ,"'H0 - Engineering: any area of study' ","'18' ",25
2007 ,"'H0 - Engineering: any area of study' ","'19' ",10
2007 ,"'H0 - Engineering: any area of study' ","'20' ",10
2007 ,"'H0 - Engineering: any area of study' ","'21 and over' ",35
2007 ,"'H1 - General Engineering' ","'17 and under' ",80
2007 ,"'H1 - General Engineering' ","'18' ",1475
2007 ,"'H1 - General Engineering' ","'19' ",545
2007 ,"'H1 - General Engineering' ","'20' ",220
2007 ,"'H1 - General Engineering' ","'21 and over' ",570
2007 ,"'H2 - Civil Engineering' ","'17 and under' ",85
2007 ,"'H2 - Civil Engineering' ","'18' ",1870
2007 ,"'H2 - Civil Engineering' ","'19' ",615
2007 ,"'H2 - Civil Engineering' ","'20' ",335
2007 ,"'H2 - Civil Engineering' ","'21 and over' ",840
2007 ,"'H3 - Mechanical Engineering' ","'17 and under' ",125
2007 ,"'H3 - Mechanical Engineering' ","'18' ",2300
2007 ,"'H3 - Mechanical Engineering' ","'19' ",860
2007 ,"'H3 - Mechanical Engineering' ","'20' ",435
2007 ,"'H3 - Mechanical Engineering' ","'21 and over' ",995
2007 ,"'H4 - Aerospace Engineering' ","'17 and under' ",55
2007 ,"'H4 - Aerospace Engineering' ","'18' ",1040
2007 ,"'H4 - Aerospace Engineering' ","'19' ",320
2007 ,"'H4 - Aerospace Engineering' ","'20' ",130
2007 ,"'H4 - Aerospace Engineering' ","'21 and over' ",315
2007 ,"'H5 - Naval Architecture' ","'17 and under' ",5
2007 ,"'H5 - Naval Architecture' ","'18' ",50
2007 ,"'H5 - Naval Architecture' ","'19' ",30
2007 ,"'H5 - Naval Architecture' ","'20' ",10
2007 ,"'H5 - Naval Architecture' ","'21 and over' ",45
2007 ,"'H6 - Electronic and Electrical Engineering' ","'17 and under' ",135
2007 ,"'H6 - Electronic and Electrical Engineering' ","'18' ",1605
2007 ,"'H6 - Electronic and Electrical Engineering' ","'19' ",805
2007 ,"'H6 - Electronic and Electrical Engineering' ","'20' ",620
2007 ,"'H6 - Electronic and Electrical Engineering' ","'21 and over' ",1555
2007 ,"'H7 - Production and Manufacturing Engineering' ","'17 and under' ",10
2007 ,"'H7 - Production and Manufacturing Engineering' ","'18' ",445
2007 ,"'H7 - Production and Manufacturing Engineering' ","'19' ",135
2007 ,"'H7 - Production and Manufacturing Engineering' ","'20' ",55
2007 ,"'H7 - Production and Manufacturing Engineering' ","'21 and over' ",105
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'17 and under' ",70
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'18' ",800
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'19' ",275
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'20' ",115
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'21 and over' ",180
2007 ,"'HH - Combinations within Engineering' ","'17 and under' ",15
2007 ,"'HH - Combinations within Engineering' ","'18' ",335
2007 ,"'HH - Combinations within Engineering' ","'19' ",100
2007 ,"'HH - Combinations within Engineering' ","'20' ",75
2007 ,"'HH - Combinations within Engineering' ","'21 and over' ",235
2007 ,"'I1 - Computer Science' ","'17 and under' ",145
2007 ,"'I1 - Computer Science' ","'18' ",4720
2007 ,"'I1 - Computer Science' ","'19' ",2160
2007 ,"'I1 - Computer Science' ","'20' ",1270
2007 ,"'I1 - Computer Science' ","'21 and over' ",3125
2007 ,"'I2 - Information Systems' ","'17 and under' ",15
2007 ,"'I2 - Information Systems' ","'18' ",1235
2007 ,"'I2 - Information Systems' ","'19' ",705
2007 ,"'I2 - Information Systems' ","'20' ",370
2007 ,"'I2 - Information Systems' ","'21 and over' ",925
2007 ,"'I3 - Software Engineering' ","'17 and under' ",10
2007 ,"'I3 - Software Engineering' ","'18' ",605
2007 ,"'I3 - Software Engineering' ","'19' ",305
2007 ,"'I3 - Software Engineering' ","'20' ",150
2007 ,"'I3 - Software Engineering' ","'21 and over' ",340
2007 ,"'I4 - Artificial Intelligence' ","'17 and under' ",5
2007 ,"'I4 - Artificial Intelligence' ","'18' ",30
2007 ,"'I4 - Artificial Intelligence' ","'19' ",10
2007 ,"'I4 - Artificial Intelligence' ","'20' ",10
2007 ,"'I4 - Artificial Intelligence' ","'21 and over' ",15
2007 ,"'I9 - Others in Computer Sciences' ","'18' ",10
2007 ,"'I9 - Others in Computer Sciences' ","'19' ",5
2007 ,"'I9 - Others in Computer Sciences' ","'20' ",5
2007 ,"'I9 - Others in Computer Sciences' ","'21 and over' ",15
2007 ,"'II - Combinations in Computer Sciences' ","'17 and under' ",5
2007 ,"'II - Combinations in Computer Sciences' ","'18' ",510
2007 ,"'II - Combinations in Computer Sciences' ","'19' ",210
2007 ,"'II - Combinations in Computer Sciences' ","'20' ",105
2007 ,"'II - Combinations in Computer Sciences' ","'21 and over' ",270
2007 ,"'J1 - Minerals Technology' ","'18' ",15
2007 ,"'J1 - Minerals Technology' ","'19' ",5
2007 ,"'J1 - Minerals Technology' ","'20' ",5
2007 ,"'J1 - Minerals Technology' ","'21 and over' ",15
2007 ,"'J2 - Metallurgy' ","'18' ",5
2007 ,"'J4 - Polymers and Textiles' ","'18' ",40
2007 ,"'J4 - Polymers and Textiles' ","'19' ",75
2007 ,"'J4 - Polymers and Textiles' ","'20' ",25
2007 ,"'J4 - Polymers and Textiles' ","'21 and over' ",40
2007 ,"'J5 - Materials Technology not otherwise spec' ","'18' ",105
2007 ,"'J5 - Materials Technology not otherwise spec' ","'19' ",70
2007 ,"'J5 - Materials Technology not otherwise spec' ","'20' ",40
2007 ,"'J5 - Materials Technology not otherwise spec' ","'21 and over' ",95
2007 ,"'J6 - Maritime Technology' ","'17 and under' ",5
2007 ,"'J6 - Maritime Technology' ","'18' ",75
2007 ,"'J6 - Maritime Technology' ","'19' ",25
2007 ,"'J6 - Maritime Technology' ","'20' ",10
2007 ,"'J6 - Maritime Technology' ","'21 and over' ",100
2007 ,"'J7 - Biotechnology' ","'17 and under' ",5
2007 ,"'J7 - Biotechnology' ","'18' ",50
2007 ,"'J7 - Biotechnology' ","'19' ",30
2007 ,"'J7 - Biotechnology' ","'20' ",20
2007 ,"'J7 - Biotechnology' ","'21 and over' ",25
2007 ,"'J9 - Others in Technology' ","'17 and under' ",5
2007 ,"'J9 - Others in Technology' ","'18' ",680
2007 ,"'J9 - Others in Technology' ","'19' ",330
2007 ,"'J9 - Others in Technology' ","'20' ",175
2007 ,"'J9 - Others in Technology' ","'21 and over' ",490
2007 ,"'JJ - Combinations within Technology' ","'19' ",5
2007 ,"'JJ - Combinations within Technology' ","'20' ",5
2007 ,"'JJ - Combinations within Technology' ","'21 and over' ",5
2007 ,"'K1 - Architecture' ","'17 and under' ",95
2007 ,"'K1 - Architecture' ","'18' ",2090
2007 ,"'K1 - Architecture' ","'19' ",760
2007 ,"'K1 - Architecture' ","'20' ",255
2007 ,"'K1 - Architecture' ","'21 and over' ",585
2007 ,"'K2 - Building' ","'17 and under' ",40
2007 ,"'K2 - Building' ","'18' ",1695
2007 ,"'K2 - Building' ","'19' ",740
2007 ,"'K2 - Building' ","'20' ",350
2007 ,"'K2 - Building' ","'21 and over' ",1080
2007 ,"'K3 - Landscape & Garden Design' ","'17 and under' ",5
2007 ,"'K3 - Landscape & Garden Design' ","'18' ",75
2007 ,"'K3 - Landscape & Garden Design' ","'19' ",35
2007 ,"'K3 - Landscape & Garden Design' ","'20' ",15
2007 ,"'K3 - Landscape & Garden Design' ","'21 and over' ",65
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'17 and under' ",5
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'18' ",555
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'19' ",195
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'20' ",85
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'21 and over' ",230
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'19' ",5
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'21 and over' ",10
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'17 and under' ",5
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'18' ",160
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'19' ",70
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'20' ",20
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'21 and over' ",75
2007 ,"'L0 - Social Studies: any area of study' ","'18' ",5
2007 ,"'L0 - Social Studies: any area of study' ","'19' ",5
2007 ,"'L0 - Social Studies: any area of study' ","'21 and over' ",30
2007 ,"'L1 - Economics' ","'17 and under' ",150
2007 ,"'L1 - Economics' ","'18' ",3145
2007 ,"'L1 - Economics' ","'19' ",1200
2007 ,"'L1 - Economics' ","'20' ",380
2007 ,"'L1 - Economics' ","'21 and over' ",450
2007 ,"'L2 - Politics' ","'17 and under' ",65
2007 ,"'L2 - Politics' ","'18' ",2395
2007 ,"'L2 - Politics' ","'19' ",865
2007 ,"'L2 - Politics' ","'20' ",315
2007 ,"'L2 - Politics' ","'21 and over' ",530
2007 ,"'L3 - Sociology' ","'17 and under' ",25
2007 ,"'L3 - Sociology' ","'18' ",2225
2007 ,"'L3 - Sociology' ","'19' ",845
2007 ,"'L3 - Sociology' ","'20' ",270
2007 ,"'L3 - Sociology' ","'21 and over' ",855
2007 ,"'L4 - Social Policy' ","'17 and under' ",5
2007 ,"'L4 - Social Policy' ","'18' ",470
2007 ,"'L4 - Social Policy' ","'19' ",235
2007 ,"'L4 - Social Policy' ","'20' ",115
2007 ,"'L4 - Social Policy' ","'21 and over' ",390
2007 ,"'L5 - Social Work' ","'17 and under' ",15
2007 ,"'L5 - Social Work' ","'18' ",1430
2007 ,"'L5 - Social Work' ","'19' ",840
2007 ,"'L5 - Social Work' ","'20' ",550
2007 ,"'L5 - Social Work' ","'21 and over' ",6335
2007 ,"'L6 - Anthropology' ","'17 and under' ",5
2007 ,"'L6 - Anthropology' ","'18' ",295
2007 ,"'L6 - Anthropology' ","'19' ",150
2007 ,"'L6 - Anthropology' ","'20' ",45
2007 ,"'L6 - Anthropology' ","'21 and over' ",140
2007 ,"'L7 - Human and Social Geography' ","'17 and under' ",15
2007 ,"'L7 - Human and Social Geography' ","'18' ",1840
2007 ,"'L7 - Human and Social Geography' ","'19' ",360
2007 ,"'L7 - Human and Social Geography' ","'20' ",60
2007 ,"'L7 - Human and Social Geography' ","'21 and over' ",115
2007 ,"'L9 - Others in Social Studies' ","'17 and under' ",5
2007 ,"'L9 - Others in Social Studies' ","'18' ",215
2007 ,"'L9 - Others in Social Studies' ","'19' ",95
2007 ,"'L9 - Others in Social Studies' ","'20' ",35
2007 ,"'L9 - Others in Social Studies' ","'21 and over' ",110
2007 ,"'LL - Combinations within Social Studies' ","'17 and under' ",55
2007 ,"'LL - Combinations within Social Studies' ","'18' ",1405
2007 ,"'LL - Combinations within Social Studies' ","'19' ",595
2007 ,"'LL - Combinations within Social Studies' ","'20' ",210
2007 ,"'LL - Combinations within Social Studies' ","'21 and over' ",535
2007 ,"'M1 - Law by Area' ","'17 and under' ",335
2007 ,"'M1 - Law by Area' ","'18' ",9000
2007 ,"'M1 - Law by Area' ","'19' ",2410
2007 ,"'M1 - Law by Area' ","'20' ",915
2007 ,"'M1 - Law by Area' ","'21 and over' ",2845
2007 ,"'M2 - Law by Topic' ","'17 and under' ",10
2007 ,"'M2 - Law by Topic' ","'18' ",505
2007 ,"'M2 - Law by Topic' ","'19' ",225
2007 ,"'M2 - Law by Topic' ","'20' ",80
2007 ,"'M2 - Law by Topic' ","'21 and over' ",310
2007 ,"'M9 - Others in Law' ","'17 and under' ",10
2007 ,"'M9 - Others in Law' ","'18' ",1025
2007 ,"'M9 - Others in Law' ","'19' ",355
2007 ,"'M9 - Others in Law' ","'20' ",140
2007 ,"'M9 - Others in Law' ","'21 and over' ",440
2007 ,"'MM - Combinations within Law' ","'18' ",255
2007 ,"'MM - Combinations within Law' ","'19' ",115
2007 ,"'MM - Combinations within Law' ","'20' ",20
2007 ,"'MM - Combinations within Law' ","'21 and over' ",75
2007 ,"'N0 - Business & Admin studies: any area' ","'17 and under' ",5
2007 ,"'N0 - Business & Admin studies: any area' ","'18' ",5
2007 ,"'N0 - Business & Admin studies: any area' ","'20' ",5
2007 ,"'N1 - Business studies' ","'17 and under' ",150
2007 ,"'N1 - Business studies' ","'18' ",4865
2007 ,"'N1 - Business studies' ","'19' ",2220
2007 ,"'N1 - Business studies' ","'20' ",995
2007 ,"'N1 - Business studies' ","'21 and over' ",2430
2007 ,"'N2 - Management studies' ","'17 and under' ",200
2007 ,"'N2 - Management studies' ","'18' ",4555
2007 ,"'N2 - Management studies' ","'19' ",2100
2007 ,"'N2 - Management studies' ","'20' ",970
2007 ,"'N2 - Management studies' ","'21 and over' ",1990
2007 ,"'N3 - Finance' ","'17 and under' ",30
2007 ,"'N3 - Finance' ","'18' ",535
2007 ,"'N3 - Finance' ","'19' ",270
2007 ,"'N3 - Finance' ","'20' ",155
2007 ,"'N3 - Finance' ","'21 and over' ",280
2007 ,"'N4 - Accounting' ","'17 and under' ",105
2007 ,"'N4 - Accounting' ","'18' ",2580
2007 ,"'N4 - Accounting' ","'19' ",1070
2007 ,"'N4 - Accounting' ","'20' ",520
2007 ,"'N4 - Accounting' ","'21 and over' ",1260
2007 ,"'N5 - Marketing' ","'17 and under' ",25
2007 ,"'N5 - Marketing' ","'18' ",1765
2007 ,"'N5 - Marketing' ","'19' ",785
2007 ,"'N5 - Marketing' ","'20' ",330
2007 ,"'N5 - Marketing' ","'21 and over' ",605
2007 ,"'N6 - Human Resource Management' ","'18' ",285
2007 ,"'N6 - Human Resource Management' ","'19' ",120
